Afrika	Afrique
Bratislava	Bratislava
Budimpešta	Budapest
Frankfurt na Majni	Francfort-sur-le-Main
Lantan	Lanthane
Gordijan II	Gordien II
Prometij	Prométhium
Astronomska jedinica	Unité astronomique
Samarij	Samarium
Baguio	Baguio
Kalinjingrad	Kaliningrad
Gadolinij	Gadolinium
Zinedine Zidane	Zinédine Zidane
Terbij	Terbium
Luxembourg	Luxembourg (ville)
Disprozij	Dysprosium
Vaduz	Vaduz
Biblija	Bible
Holmij	Holmium
San Marino (grad)	Ville de Saint-Marin
Erbij	Erbium
Phnom Penh	Phnom Penh
Tulij	Thulium
Hồ Chí Minh (grad)	Hô-Chi-Minh-Ville
Iterbij	Ytterbium
Lutecij	Lutécium
Hanoi	Hanoï
Prava Crkva Isusova	Véritable Jésus Église
Engleski jezik	Anglais
Bangkok	Bangkok
Andorra la Vella	Andorre-la-Vieille
Kuala Lumpur	Kuala Lumpur
Taipei	Taipei
Americij	Américium
Arhangelska oblast	Oblast d'Arkhangelsk
Kirij	Curium
Concepción (Čile)	Concepción (Chili)
Berkelij	Berkélium
Atalanta BC	Atalanta Bergame
Kalifornij	Californium
Diplomatija	Diplomatie
Bologna	Bologne
Ajnštajnij	Einsteinium
Bologna FC 1909	Bologne Football Club 1909
Petrozavodsk	Petrozavodsk
Fermij	Fermium
Cagliari	Cagliari
Mendelevij	Mendélévium
Kijev	Kiev
Cagliari Calcio	Cagliari Calcio
Nobelij	Nobélium
Catania	Catane
Ontario	Ontario
Lorensij	Lawrencium
Hugo Lloris	Hugo Lloris
Olivier Giroud	Olivier Giroud
Karim Benzema	Karim Benzema
Karelija	République de Carélie
Philippe Mexès	Philippe Mexès
Franck Ribéry	Franck Ribéry
Ottawa	Ottawa
Svemirska trka	Course à l'espace
Anja Pärson	Anja Pärson
Bacary Sagna	Bacary Sagna
Jupiterovi prirodni sateliti	Satellites naturels de Jupiter
Juba	Djouba
Manitoba	Manitoba
Alberta	Alberta
Nova Scotia	Nouvelle-Écosse
Erevan	Erevan
Dar es Salaam	Dar es Salam
Kartum	Khartoum
Novi Brunswick	Nouveau-Brunswick
Formula 1	Formule 1
Saturnovi prirodni sateliti	Satellites naturels de Saturne
Britanska Kolumbija	Colombie-Britannique
Ostrvo Princa Edwarda	Île-du-Prince-Édouard
2000.	2000
2003.	2003
2002.	2002
2001.	2001
Saskatchewan	Saskatchewan
2012.	2012
2011.	2011
2010.	2010
2009.	2009
Ugljik dioksid	Dioxyde de carbone
2013.	2013
2014.	2014
2015.	2015
Newfoundland i Labrador	Terre-Neuve-et-Labrador
2008.	2008
Sjeverozapadne teritorije	Territoires du Nord-Ouest
2004.	2004
Vologodska oblast	Oblast de Vologda
Calcio Catania	Calcio Catane
2005.	2005
Dragonball	Dragon Ball
2006.	2006
Nunavut	Nunavut
2007.	2007
Ugljik(II) oksid	Monoxyde de carbone
Linux Mint	Linux Mint
Verona	Vérone
1900.	1900
1901.	1901
AC Chievo Verona	Associazione Calcio Chievo Vérone
François Mitterrand	François Mitterrand
Livije	Tite-Live
Giuseppe Farina	Giuseppe Farina
Charles de Gaulle	Charles de Gaulle
1902.	1902
Firenca	Florence
1903.	1903
1904.	1904
1905.	1905
1907.	1907
1906.	1906
ACF Fiorentina	Associazione Calcio Fiorentina
Seneka	Sénèque
1908.	1908
1909.	1909
1992.	1992
1991.	1991
1990.	1990
1993.	1993
1994.	1994
1995.	1995
Juan Manuel Fangio	Juan Manuel Fangio
1996.	1996
David Lynch	David Lynch
Komi	République des Komis
1910.	1910
1911.	1911
1912.	1912
Scalable Vector Graphics	Scalable Vector Graphics
Leipzig	Leipzig
1913.	1913
St. John's	Saint-Jean de Terre-Neuve
1914.	1914
1915.	1915
Twin Peaks	Twin Peaks (série télévisée)
Alberto Ascari	Alberto Ascari
1916.	1916
1997.	1997
1998.	1998
Nürnberg	Nuremberg
1999.	1999
1917.	1917
1918.	1918
Hrana	Nourriture
Zmija	Serpentes
Mike Hawthorn	Mike Hawthorn
Jacques Chirac	Jacques Chirac
Brzina svjetlosti	Vitesse de la lumière
XML	Extensible Markup Language
Oralni seks	Sexualité orale
Jack Brabham	Jack Brabham
Neutrino	Neutrino
Neptunovi prirodni sateliti	Satellites naturels de Neptune
1. januar	1er janvier
2. januar	2 janvier
Uranovi prirodni sateliti	Satellites naturels d'Uranus
1920.	1920
3. januar	3 janvier
1919.	1919
Publije Kornelije Tacit	Tacite
1921.	1921
Nenečki autonomni okrug	Nénétsie
1922.	1922
4. januar	4 janvier
1923.	1923
Regija Bío-Bío	Région du Biobío
1924.	1924
Asteroidni pojas	Ceinture d'astéroïdes
Georges Pompidou	Georges Pompidou
Lenjingradska oblast	Oblast de Léningrad
Graphics Interchange Format	Graphics Interchange Format
JPEG	JPEG
Romul i Rem	Romulus et Rémus
Patuljasta planeta	Planète naine
5. januar	5 janvier
Malmö	Malmö
Pskovska oblast	Oblast de Pskov
6. januar	6 janvier
Elektron	Électron
7. januar	7 janvier
8. januar	8 janvier
Veliki Novgorod	Novgorod
9. januar	9 janvier
Novgorodska oblast	Oblast de Novgorod
10. januar	10 janvier
Nižnjenovgorodska oblast	Oblast de Nijni Novgorod
11. januar	11 janvier
12. januar	12 janvier
Buzz Aldrin	Buzz Aldrin
13. januar	13 janvier
Birmingham	Birmingham
14. januar	14 janvier
15. januar	15 janvier
16. januar	16 janvier
Tom Hanks	Tom Hanks
17. januar	17 janvier
18. januar	18 janvier
19. januar	19 janvier
20. januar	20 janvier
Industrijska revolucija	Révolution industrielle
Benzen	Benzène
21. januar	21 janvier
22. januar	22 janvier
23. januar	23 janvier
Rimsko carstvo	Empire romain
24. januar	24 janvier
25. januar	25 janvier
Minsk	Minsk
Sauron	Sauron
26. januar	26 janvier
Microsoft	Microsoft
27. januar	27 janvier
28. januar	28 janvier
29. januar	29 janvier
30. januar	30 janvier
31. januar	31 janvier
Tverska oblast	Oblast de Tver
Proton	Proton
2. decembar	2 décembre
1. decembar	1er décembre
3. decembar	3 décembre
7. decembar	7 décembre
5. decembar	5 décembre
8. decembar	8 décembre
10. decembar	10 décembre
6. decembar	6 décembre
9. decembar	9 décembre
Pink Floyd	Pink Floyd
4. decembar	4 décembre
1. februar	1er février
2. februar	2 février
Natrij hlorid	Chlorure de sodium
3. februar	3 février
4. februar	4 février
5. februar	5 février
6. februar	6 février
7. februar	7 février
8. februar	8 février
9. februar	9 février
10. februar	10 février
Hemija	Chimie
Led Zeppelin	Led Zeppelin
14. februar	14 février
13. februar	13 février
15. februar	15 février
11. februar	11 février
12. februar	12 février
Smolensk	Smolensk
Robin van Persie	Robin van Persie
19. februar	19 février
17. februar	17 février
16. februar	16 février
18. februar	18 février
20. februar	20 février
Analitička hemija	Chimie analytique
Smolenska oblast	Oblast de Smolensk
Neutron	Neutron
21. februar	21 février
22. februar	22 février
23. februar	23 février
24. februar	24 février
25. februar	25 février
26. februar	26 février
27.	27
27. februar	27 février
28. februar	28 février
11. decembar	11 décembre
29. februar	29 février
12. decembar	12 décembre
C Sharp	C sharp
Visual Basic	Visual Basic
13. decembar	13 décembre
14. decembar	14 décembre
15. decembar	15 décembre
2. mart	2 mars
3. mart	3 mars
5. mart	5 mars
1. mart	1er mars
7. mart	7 mars
8. mart	8 mars
4. mart	4 mars
10. mart	10 mars
11. mart	11 mars
6. mart	6 mars
13. mart	13 mars
9. mart	9 mars
12. mart	12 mars
15. mart	15 mars
14. mart	14 mars
C++	C++
Hlorovodonična kiselina	Acide chlorhydrique
16. decembar	16 décembre
17. decembar	17 décembre
16. mart	16 mars
17. mart	17 mars
18. mart	18 mars
19. mart	19 mars
1989.	1989
1988.	1988
20. mart	20 mars
1987.	1987
1986.	1986
1985.	1985
1984.	1984
21. mart	21 mars
1983.	1983
22. mart	22 mars
1982.	1982
1981.	1981
18. decembar	18 décembre
1980.	1980
23. mart	23 mars
Jaroslavljska oblast	Oblast de Iaroslavl
Mogadiš	Mogadiscio
19. decembar	19 décembre
24. mart	24 mars
25. mart	25 mars
20. decembar	20 décembre
26. mart	26 mars
27. mart	27 mars
28. mart	28 mars
29. mart	29 mars
30. mart	30 mars
31. mart	31 mars
Nassau	Nassau (Bahamas)
Fluorovodik	Fluorure d'hydrogène
Andromeda (galaksija)	Galaxie d'Andromède
Sana'a	Sanaa
1970.	1970
1971.	1971
1972.	1972
1973.	1973
1974.	1974
1975.	1975
1976.	1976
1977.	1977
1978.	1978
1979.	1979
1969.	1969
Tridesetogodišnji rat	Guerre de Trente Ans
Spiralna galaksija	Galaxie spirale
Prečkasta spiralna galaksija	Galaxie spirale barrée
Konrad Adenauer	Konrad Adenauer
Sažimanje podataka	Compression de données
Papa Benedikt XVI	Benoît XVI
Ludwig Erhard	Ludwig Erhard
15. april	15 avril
13. april	13 avril
12. april	12 avril
14. april	14 avril
11. april	11 avril
10. april	10 avril
8. april	8 avril
9. april	9 avril
7. april	7 avril
6. april	6 avril
5. april	5 avril
4. april	4 avril
3. april	3 avril
1. april	1er avril
2. april	2 avril
Kurt Georg Kiesinger	Kurt Georg Kiesinger
Svemirski teleskop Hubble	Hubble (télescope spatial)
Willy Brandt	Willy Brandt
Helmut Schmidt	Helmut Schmidt
Helmut Kohl	Helmut Kohl
16. april	16 avril
17. april	17 avril
18. april	18 avril
19. april	19 avril
20. april	20 avril
21. april	21 avril
22. april	22 avril
23. april	23 avril
24. april	24 avril
Gerhard Schröder	Gerhard Schröder
25. april	25 avril
26. april	26 avril
27. april	27 avril
28. april	28 avril
29. april	29 avril
30. april	30 avril
Prirodni satelit	Satellite naturel
1. maj	1er mai
2. maj	2 mai
Kalij-bromid	Bromure de potassium
3. maj	3 mai
4. maj	4 mai
5. maj	5 mai
6. maj	6 mai
7. maj	7 mai
8. maj	8 mai
9. maj	9 mai
10. maj	10 mai
11. maj	11 mai
12. maj	12 mai
13. maj	13 mai
14. maj	14 mai
15. maj	15 mai
Titan (mjesec)	Titan (lune)
16. maj	16 mai
17. maj	17 mai
18. maj	18 mai
Messier 86	M86
19. maj	19 mai
20. maj	20 mai
21. maj	21 mai
22. maj	22 mai
23. maj	23 mai
24. maj	24 mai
25. maj	25 mai
26. maj	26 mai
27. maj	27 mai
28. maj	28 mai
29. maj	29 mai
30. maj	30 mai
31. maj	31 mai
Kostromska oblast	Oblast de Kostroma
Paul McCartney	Paul McCartney
21. decembar	21 décembre
SS Lazio	Società Sportiva Lazio
14. juni	14 juin
15. juni	15 juin
13. juni	13 juin
10. juni	10 juin
7. juni	7 juin
11. juni	11 juin
9. juni	9 juin
12. juni	12 juin
6. juni	6 juin
8. juni	8 juin
5. juni	5 juin
3. juni	3 juin
2. juni	2 juin
1. juni	1er juin
4. juni	4 juin
Ringo Starr	Ringo Starr
Napulj	Naples
22. decembar	22 décembre
SSC Napoli	SSC Naples
1968.	1968
1967.	1967
1966.	1966
1965.	1965
1964.	1964
16. juni	16 juin
Ivanovska oblast	Oblast d'Ivanovo
30. juni	30 juin
29. juni	29 juin
28. juni	28 juin
26. juni	26 juin
25. juni	25 juin
22. juni	22 juin
27. juni	27 juin
24. juni	24 juin
20. juni	20 juin
Paul von Hindenburg	Paul von Hindenburg
23. juni	23 juin
19. juni	19 juin
18. juni	18 juin
21. juni	21 juin
17. juni	17 juin
23. decembar	23 décembre
Vilim II, car Njemačke	Guillaume II (empereur allemand)
Bruce Willis	Bruce Willis
Parma	Parme
Arnold Schwarzenegger	Arnold Schwarzenegger
15. juli	15 juillet
13. juli	13 juillet
12. juli	12 juillet
10. juli	10 juillet
9. juli	9 juillet
14. juli	14 juillet
8. juli	8 juillet
Parma FC	Parme Football Club
7. juli	7 juillet
6. juli	6 juillet
5. juli	5 juillet
2. juli	2 juillet
4. juli	4 juillet
3. juli	3 juillet
1. juli	1er juillet
11. juli	11 juillet
Vladimirska oblast	Oblast de Vladimir
Epoha (astronomija)	Époque (astronomie)
24. decembar	24 décembre
Watford FC	Watford Football Club
31. juli	31 juillet
30. juli	30 juillet
29. juli	29 juillet
28. juli	28 juillet
27. juli	27 juillet
25. juli	25 juillet
24. juli	24 juillet
23. juli	23 juillet
26. juli	26 juillet
22. juli	22 juillet
19. juli	19 juillet
21. juli	21 juillet
20. juli	20 juillet
17. juli	17 juillet
18. juli	18 juillet
16. juli	16 juillet
Nogomet	Football
Louis de Funès	Louis de Funès
Fox Mulder	Fox Mulder
AS Roma	Associazione Sportiva Roma
Dana Scully	Dana Scully
Dosjei X (serija)	X-Files : Aux frontières du réel
25. decembar	25 décembre
Rjazanjska oblast	Oblast de Riazan
1963.	1963
26. decembar	26 décembre
Holokaust	Shoah
1962.	1962
IPhone	IPhone
Torino FC	Torino Football Club
14. august	14 août
15. august	15 août
13. august	13 août
12. august	12 août
11. august	11 août
10. august	10 août
8. august	8 août
7. august	7 août
9. august	9 août
5. august	5 août
4. august	4 août
2. august	2 août
3. august	3 août
6. august	6 août
1. august	1er août
Tulska oblast	Oblast de Toula
Braća Grimm	Jacob et Wilhelm Grimm
Udinese Calcio	Udinese Calcio
27. decembar	27 décembre
Madrid	Madrid
Brjanska oblast	Oblast de Briansk
Podmornica	Sous-marin
16. august	16 août
Coca-Cola	Coca-Cola
29. august	29 août
28. august	28 août
30. august	30 août
25. august	25 août
26. august	26 août
23. august	23 août
27. august	27 août
21. august	21 août
20. august	20 août
24. august	24 août
18. august	18 août
17. august	17 août
22. august	22 août
19. august	19 août
31. august	31 août
Michael Jackson	Michael Jackson
28. decembar	28 décembre
Oberhausen	Oberhausen (Rhénanie-du-Nord-Westphalie)
Gripa	Grippe
Bogotá	Bogota
Kaluška oblast	Oblast de Kalouga
Lübeck	Lübeck
Brasília	Brasilia
15. septembar	15 septembre
14. septembar	14 septembre
13. septembar	13 septembre
12. septembar	12 septembre
8. septembar	8 septembre
11. septembar	11 septembre
7. septembar	7 septembre
10. septembar	10 septembre
5. septembar	5 septembre
4. septembar	4 septembre
9. septembar	9 septembre
2. septembar	2 septembre
6. septembar	6 septembre
1. septembar	1er septembre
3. septembar	3 septembre
29. decembar	29 décembre
Aleksandar Lukašenko	Alexandre Loukachenko
Lima	Lima
Prohujalo s vihorom (film)	Autant en emporte le vent (film)
30. septembar	30 septembre
29. septembar	29 septembre
28. septembar	28 septembre
27. septembar	27 septembre
26. septembar	26 septembre
25. septembar	25 septembre
Santiago de Chile	Santiago
23. septembar	23 septembre
22. septembar	22 septembre
24. septembar	24 septembre
21. septembar	21 septembre
20. septembar	20 septembre
18. septembar	18 septembre
17. septembar	17 septembre
19. septembar	19 septembre
16. septembar	16 septembre
Quito	Quito
30. decembar	30 décembre
Sucre	Sucre (Bolivie)
Antoine de Saint-Exupéry	Antoine de Saint-Exupéry
31. decembar	31 décembre
1. oktobar	1er octobre
15. oktobar	15 octobre
12. oktobar	12 octobre
10. oktobar	10 octobre
14. oktobar	14 octobre
9. oktobar	9 octobre
8. oktobar	8 octobre
13. oktobar	13 octobre
7. oktobar	7 octobre
11. oktobar	11 octobre
6. oktobar	6 octobre
4. oktobar	4 octobre
5. oktobar	5 octobre
3. oktobar	3 octobre
2. oktobar	2 octobre
Asunción	Asuncion
Koza	Chèvre
Solingen	Solingen
Sikstinska kapela	Chapelle Sixtine
Dvorac Versailles	Château de Versailles
31. oktobar	31 octobre
30. oktobar	30 octobre
29. oktobar	29 octobre
28. oktobar	28 octobre
26. oktobar	26 octobre
25. oktobar	25 octobre
24. oktobar	24 octobre
27. oktobar	27 octobre
22. oktobar	22 octobre
23. oktobar	23 octobre
20. oktobar	20 octobre
21. oktobar	21 octobre
19. oktobar	19 octobre
17. oktobar	17 octobre
16. oktobar	16 octobre
18. oktobar	18 octobre
Heidelberg	Heidelberg
Darmstadt	Darmstadt
Katedrala	Cathédrale
Sloboda	Liberté
Notre-Dame de Paris	Cathédrale Notre-Dame de Paris
15. novembar	15 novembre
14. novembar	14 novembre
13. novembar	13 novembre
12. novembar	12 novembre
11. novembar	11 novembre
10. novembar	10 novembre
7. novembar	7 novembre
8. novembar	8 novembre
9. novembar	9 novembre
6. novembar	6 novembre
5. novembar	5 novembre
4. novembar	4 novembre
3. novembar	3 novembre
2. novembar	2 novembre
1. novembar	1er novembre
Würzburg	Wurtzbourg
Paramaribo	Paramaribo
Ingolstadt	Ingolstadt
Ulm	Ulm
30. novembar	30 novembre
29. novembar	29 novembre
28. novembar	28 novembre
27. novembar	27 novembre
26. novembar	26 novembre
25. novembar	25 novembre
23. novembar	23 novembre
24. novembar	24 novembre
21. novembar	21 novembre
20. novembar	20 novembre
22. novembar	22 novembre
19. novembar	19 novembre
18. novembar	18 novembre
17. novembar	17 novembre
16. novembar	16 novembre
Katmandu	Katmandou
Hudsonov zaliv	Baie d'Hudson
Belmopan	Belmopan
Karlo Veliki	Charlemagne
San José (Kostarika)	San José (Costa Rica)
San Salvador	San Salvador (Salvador)
Phil Hill	Phil Hill
Canberra	Canberra
Orjol	Orel
Ija (satelit)	Io (lune)
Graham Hill	Graham Hill
Orelska oblast	Oblast d'Orel
Sydney	Sydney
Zelena	Vert
Kalisto (mjesec)	Callisto (lune)
Melbourne	Melbourne
Crvena	Rouge
Evropa (mjesec)	Europe (lune)
Mion	Muon
John Surtees	John Surtees
Denny Hulme	Denny Hulme
Ganimed (mjesec)	Ganymède (lune)
Kurska oblast	Oblast de Koursk
Jackie Stewart	Jackie Stewart
Vatra	Feu
Foton	Photon
Zapadna Australija	Australie-Occidentale
Novi Južni Vels	Nouvelle-Galles du Sud
Pozitron	Positron
Zemljina atmosfera	Atmosphère terrestre
Jochen Rindt	Jochen Rindt
Sjeverna teritorija	Territoire du Nord
Rügen	Rügen
Tegucigalpa	Tegucigalpa
Amalteja (mjesec)	Amalthée (lune)
Teritorija australijskog glavnog grada	Territoire de la capitale australienne
Managua	Managua
Gluon	Gluon
Karlo Martel	Charles Martel
Enkelad (mjesec)	Encelade (lune)
Panama City	Panama (ville)
Belgorodska oblast	Oblast de Belgorod
George Orwell	George Orwell
Ariel (mjesec)	Ariel (lune)
Miranda (mjesec)	Miranda (lune)
Amelia Earhart	Amelia Earhart
Triton (mjesec)	Triton (lune)
Aosta	Aoste
Zadar	Zadar
Zugspitze	Zugspitze
Nil	Nil
Ciklidi	Cichlidae
Ancona	Ancône
Vega	Véga
Perugia	Pérouse
Voronješka oblast	Oblast de Voronej
Glavni niz	Séquence principale
Džin (islam)	Djinn
L'Aquila	L'Aquila
Sumatra	Sumatra
Kongo (rijeka)	Congo (fleuve)
Lipecka oblast	Oblast de Lipetsk
Niger (rijeka)	Niger (fleuve)
Potenza	Potenza
Šibenik	Šibenik
Tambovska oblast	Oblast de Tambov
Rabat	Rabat
Kometa	Comète
Alžir (grad)	Alger
Tunis (grad)	Tunis
Rostovska oblast	Oblast de Rostov
Tripoli	Tripoli (Libye)
Djibouti	Djibouti (ville)
Antofagasta	Antofagasta
Teheran	Téhéran
Karlovac	Karlovac
Adis Abeba	Addis-Abeba
Jakarta	Jakarta
Ankara	Ankara
Asmara	Asmara
Krasnodar	Krasnodar
N'Djamena	N'Djaména
Niamey	Niamey
Krasnodarski kraj	Kraï de Krasnodar
Nouakchott	Nouakchott
Rijad	Riyad
1961.	1961
Bamako	Bamako
Stopa	Pied (unité)
Beograd	Belgrade
Dakar	Dakar
Conakry	Conakry
Adigeja	Adyguée
Bissau	Bissau
Kategorija:Šabloni	Catégorie:Espace Modèle
Castro (Čile)	Castro (Chili)
Monrovia	Monrovia
Gera	Gera
Praia	Praia
1960.	1960
Java (ostrvo)	Java (île)
Kategorija:Kategorije šablona	Catégorie:Modèle par thème
Damask	Damas
Yamoussoukro	Yamoussoukro
Francuska Gvajana	Guyane
Quentin Tarantino	Quentin Tarantino
Ouagadougou	Ouagadougou
Freetown	Freetown
Amazon	Amazone (fleuve)
Abuja	Abuja
Kategorija:Religijski šabloni	Catégorie:Modèle croyance
Lomé	Lomé
Porto-Novo	Porto-Novo
Mala Sundska ostrva	Petites îles de la Sonde
Amman	Amman
Yaoundé	Yaoundé
Kategorija:Sportski šabloni	Catégorie:Modèle sport
Sulawesi	Célèbes
George Sand	George Sand
Malabo	Malabo
Volgogradska oblast	Oblast de Volgograd
Bejrut	Beyrouth
Kategorija:Šabloni nauke i prirode	Catégorie:Modèle science
Libreville	Libreville
Maskat	Mascate
Molučka ostrva	Moluques
Dessau-Roßlau	Dessau-Roßlau
Kategorija:Šabloni historije	Catégorie:Modèle histoire
Bangui	Bangui
Kategorija:Šabloni za društvo i društvene nauke	Catégorie:Modèle société
Kinshasa	Kinshasa
Brazzaville	Brazzaville
Kategorija:Šabloni države	Catégorie:Modèle par pays
Bujumbura	Bujumbura
Nikozija	Nicosie
Kigali	Kigali
Doha	Doha
Asteroidi	Astéroïde
Dodoma	Dodoma
Nairobi	Nairobi
Lilongwe	Lilongwe
Kategorija:Šabloni geografije	Catégorie:Modèle géographique
Lusaka	Lusaka
Manama	Manama
Amazon.com	Amazon.com
Pomračenje Sunca	Éclipse solaire
Maputo	Maputo
Kampala	Kampala
Luanda	Luanda
Moroni	Moroni (Comores)
Mbabane	Mbabane
Galicija (Španija)	Galice
Maseru	Maseru
Albert II, knez Monaka	Albert II (prince de Monaco)
Albert II, kralj Belgijanaca	Albert II (roi des Belges)
Binarni numerički sistem	Système binaire
Škola	École
Antananarivo	Antananarivo
Univerzitet	Université
Gaborone	Gaborone
Lüneburg	Lunebourg
Harare	Harare
Grace Kelly	Grace Kelly
Pretoria	Pretoria
Astrahan	Astrakhan
Port Louis	Port-Louis (Maurice)
Stoni tenis	Tennis de table
São Tomé	São Tomé (ville)
Asturija	Asturies
Windhoek	Windhoek
Supernova	Supernova
Wikipedia:Igralište	Wikipédia:Bac à sable
Victoria (Sejšeli)	Victoria (Seychelles)
Astrahanska oblast	Oblast d'Astrakhan
Wikipedia:Uvod 3	Aide:Premiers pas
Kantabrija	Cantabrie
Kuća	Maison
Kalmikija	Kalmoukie
Neptun (mitologija)	Neptune (mythologie)
Weimar	Weimar
Australija (kontinent)	Continent australien
Laptop	Ordinateur portable
Hardver	Matériel informatique
Algebra	Algèbre
Kućište	Tour (informatique)
Reeperbahn	Reeperbahn
Baskija (autonomna zajednica)	Pays basque (communauté autonome)
Anatomija čovjeka	Anatomie humaine
Karta	Carte géographique
Navara	Communauté forale de Navarre
Rijeka (vodotok)	Rivière
Duke Ellington	Duke Ellington
Aragón	Aragon (communauté autonome)
Friedrichshafen	Friedrichshafen
36. p. n. e.	36 av. J.-C.
Ramzes V	Ramsès V
20. p. n. e.	20 av. J.-C.
40. p. n. e.	40 av. J.-C.
39. p. n. e.	39 av. J.-C.
Rt Horn	Cap Horn
37. p. n. e.	37 av. J.-C.
22. p. n. e.	22 av. J.-C.
Amonijak	Ammoniac
38. p. n. e.	38 av. J.-C.
Rt dobre nade	Cap de Bonne-Espérance
Glasgow	Glasgow
28. p. n. e.	28 av. J.-C.
18. p. n. e.	18 av. J.-C.
15. p. n. e.	15 av. J.-C.
33. p. n. e.	33 av. J.-C.
Sumporna kiselina	Acide sulfurique
30. p. n. e.	30 av. J.-C.
Bodensko jezero	Lac de Constance
Louis Aragon	Louis Aragon
12. p. n. e.	12 av. J.-C.
Planetarna putanja	Orbite
Neuschwanstein	Château de Neuschwanstein
Aerodrom Dong Hoi	Aéroport de Đồng Hới
45. p. n. e.	45 av. J.-C.
Ginjola	Guignol
46. p. n. e.	46 av. J.-C.
Autobiografija	Autobiographie
Harz	Harz
Luzern	Lucerne
41. p. n. e.	41 av. J.-C.
49. p. n. e.	49 av. J.-C.
42. p. n. e.	42 av. J.-C.
Neutronska zvijezda	Étoile à neutrons
25. p. n. e.	25 av. J.-C.
47. p. n. e.	47 av. J.-C.
10. p. n. e.	10 av. J.-C.
Teleskop	Télescope
Predsjednički izbori u SAD-u 2012.	Élection présidentielle américaine de 2012
James Coburn	James Coburn
Miley Cyrus	Miley Cyrus
Michel Platini	Michel Platini
Radiotalasi	Onde radio
Kategorija:Historija Nepala	Catégorie:Histoire du Népal
Kategorija:Historija Južne Koreje	Catégorie:Histoire de la Corée du Sud
Investicija	Investissement
Pierre Abélard	Pierre Abélard
Grafička kartica	Carte graphique
Matična ploča	Carte mère
Kategorija:Historija Urugvaja	Catégorie:Histoire de l'Uruguay
Primorski kraj	Kraï du Primorie
Kategorija:Historija Saudijske Arabije	Catégorie:Histoire de l'Arabie saoudite
Zvučna kartica	Carte son
TV tuner	Carte télé
Pulsar	Pulsar
Kategorija:Obrazovanje po predmetu	Catégorie:Éducation par domaine d'enseignement
Kategorija:Putevi po državama	Catégorie:Route par pays
Hokej na ledu na Zimskim olimpijskim igrama 2014.	Hockey sur glace aux Jeux olympiques de 2014
Obična vjeverica	Écureuil roux
Kategorija:Organizacije po predmetima	Catégorie:Association ou organisme par secteur
Kategorija:Belgijsko društvo	Catégorie:Société belge
