Afrika	Afrique
Renivohitra	Capitale
Monzón	Monzón
Fiteny gojaraty	Gujarati
Fiteny portogey	Portugais
Mustafa Kemal Atatürk	Mustafa Kemal Atatürk
Almazán	Almazán
Huang Xianfan	Huang Xianfan
1200	1200
1201	1201
1202	1202
1203	1203
1204	1204
1205	1205
1206	1206
1941	1941
1207	1207
1208	1208
1209	1209
1210	1210
1211	1211
1212	1212
1926	1926
1213	1213
Hippocrate	Hippocrate
1944	1944
Bill Gates	Bill Gates
Fiteny japoney	Japonais
Raki-pahalalana	Encyclopédie
Wikipedia:Fandraisana	Wikipédia:Accueil principal
Kadobo	Condensateur (électricité)
1214	1214
1215	1215
1216	1216
1217	1217
1218	1218
David Bowie	David Bowie
1219	1219
Lalao Olimpika	Jeux olympiques
1220	1220
1221	1221
Louis Blériot	Louis Blériot
1222	1222
1223	1223
1224	1224
1225	1225
1226	1226
1227	1227
1228	1228
Francisco de Goya	Francisco de Goya
Greta Garbo	Greta Garbo
Farihy Tanganyika	Lac Tanganyika
1299	1299
Andrea del Sarto	Andrea del Sarto
Salvador Dalí	Salvador Dalí
Albrecht Dürer	Albrecht Dürer
Vincent van Gogh	Vincent van Gogh
Hokusai	Hokusai
Frida Kahlo	Frida Kahlo
Henri Matisse	Henri Matisse
Michel-Ange	Michel-Ange
Pablo Picasso	Pablo Picasso
Raphaël	Raphaël (peintre)
Rembrandt	Rembrandt
Pierre Paul Rubens	Pierre Paul Rubens
Andy Warhol	Andy Warhol
Frank Lloyd Wright	Frank Lloyd Wright
Eminem	Eminem
1300	1300
1301	1301
1302	1302
1303	1303
1304	1304
1305	1305
Lisitra ny kabupaten sy ny kota any Indonezia	Liste des kabupaten et kota d'Indonésie
Sandro Botticelli	Sandro Botticelli
Abu Nuwas	Aboû Nouwâs
Hans Christian Andersen	Hans Christian Andersen
Matsuo Bashō	Matsuo Bashō
Lord Byron	Lord Byron
Andrea Mantegna	Andrea Mantegna
Miguel de Cervantes	Miguel de Cervantes
Geoffrey Chaucer	Geoffrey Chaucer
Anton Chekhov	Anton Tchekhov
Charles Dickens	Charles Dickens
1306	1306
1307	1307
1308	1308
1309	1309
1310	1310
1311	1311
1312	1312
1313	1313
Adolphe Thiers	Adolphe Thiers
1314	1314
1315	1315
1316	1316
1317	1317
Pierre Kropotkine	Pierre Kropotkine
1318	1318
1319	1319
1320	1320
1321	1321
1322	1322
1323	1323
1324	1324
Kota Banda Aceh	Banda Aceh
Kota Sabang	Sabang
Che Guevara	Che Guevara
Masaccio	Masaccio
Novak Djokovic	Novak Djokovic
Mao Zedong	Mao Zedong
Piero della Francesca	Piero della Francesca
Xi'an	Xi'an
Kabul	Kaboul
Firaisana ara-nofo	Rapport sexuel
Gabriel García Márquez	Gabriel García Márquez
Johann Wolfgang von Goethe	Johann Wolfgang von Goethe
Fiteny tamily	Tamoul
Filôzôfia	Philosophie
Marcel Duchamp	Marcel Duchamp
Huntington Beach, Kalifornia	Huntington Beach
Chuck Berry	Chuck Berry
Jimi Hendrix	Jimi Hendrix
James Brown	James Brown
Kota Binjai	Binjai
Sokajy:Pejy nomena hofafàna	Catégorie:Wikipédia:Suppression immédiate demandée
Kota Gunungsitoli	Gunungsitoli
Kota Medan	Medan
Kota Pematangsiantar	Pematang Siantar
Kota Sibolga	Sibolga
Kota Tebing Tinggi	Tebing Tinggi
1330	1330
1331	1331
1332	1332
1333	1333
1334	1334
1335	1335
1336	1336
1337	1337
1338	1338
1339	1339
1340	1340
50 Cent	50 Cent
1341	1341
1342	1342
1343	1343
1344	1344
1345	1345
Dr. Dre	Dr. Dre
1346	1346
1347	1347
1348	1348
1349	1349
1350	1350
Marco Polo	Marco Polo
1351	1351
Hebe Camargo	Hebe Camargo
Portland, Oregon	Portland
Tupac Shakur	Tupac Shakur
1400	1400
1401	1401
1352	1352
1402	1402
1353	1353
1403	1403
1354	1354
1404	1404
1355	1355
1405	1405
1500	1500
1406	1406
1356	1356
1501	1501
1407	1407
1357	1357
1502	1502
1408	1408
1358	1358
1503	1503
1359	1359
1409	1409
1504	1504
1360	1360
1410	1410
1505	1505
1506	1506
1411	1411
1361	1361
1507	1507
1412	1412
1362	1362
1413	1413
1508	1508
1363	1363
1509	1509
1414	1414
1510	1510
1415	1415
1364	1364
Kômonisma	Communisme
1511	1511
1416	1416
1365	1365
1512	1512
1417	1417
1366	1366
Horace	Horace
1513	1513
1418	1418
1367	1367
1514	1514
1419	1419
Kapitalisma	Capitalisme
1368	1368
1515	1515
1420	1420
1369	1369
1516	1516
1421	1421
Liberalisma	Libéralisme
1370	1370
Fasisma	Fascisme
Fanindrahindram-pirenena	Nationalisme
Fitiavan-tanindrazana	Patriotisme
Sahara Andrefana	Sahara occidental
1371	1371
Firenena	Pays
1372	1372
1373	1373
1422	1422
1517	1517
1423	1423
1518	1518
1374	1374
1424	1424
1375	1375
1519	1519
1376	1376
1425	1425
1520	1520
1521	1521
1377	1377
1426	1426
1522	1522
1523	1523
1427	1427
1378	1378
1524	1524
1525	1525
1428	1428
1379	1379
Yelena Isinbayeva	Yelena Isinbayeva
1526	1526
1429	1429
1380	1380
1381	1381
1382	1382
1383	1383
1430	1430
Carthage	Carthage
1431	1431
Indianapolis, Indiana	Indianapolis
1384	1384
1385	1385
Gérard Mercator	Gérard Mercator
1386	1386
1387	1387
1388	1388
1389	1389
1390	1390
1391	1391
1392	1392
Boeing 737	Boeing 737
1393	1393
Brive-la-Gaillarde	Brive-la-Gaillarde
1394	1394
1395	1395
1396	1396
Boeing 727	Boeing 727
1397	1397
1527	1527
1528	1528
1398	1398
Boeing 757	Boeing 757
1529	1529
1399	1399
1530	1530
1531	1531
1532	1532
Montpellier	Montpellier
1533	1533
1534	1534
1535	1535
Calais	Calais
1536	1536
1537	1537
1538	1538
1539	1539
1540	1540
Sokajy:Astronomia	Catégorie:Astronomie
Søren Kierkegaard	Søren Kierkegaard
1541	1541
1542	1542
1543	1543
1544	1544
Jean-Jacques Rousseau	Jean-Jacques Rousseau
1545	1545
1546	1546
Libourne	Libourne
1547	1547
1548	1548
1549	1549
Narbonne	Narbonne
1550	1550
1551	1551
1552	1552
1553	1553
1554	1554
1555	1555
Carcassonne	Carcassonne
Rome, New York	Rome (New York)
1556	1556
1557	1557
1558	1558
Steenvoorde	Steenvoorde
1559	1559
1560	1560
Poitiers	Poitiers
1561	1561
1562	1562
1563	1563
1564	1564
1565	1565
1566	1566
1567	1567
1568	1568
1569	1569
1570	1570
1571	1571
1490	1490
1572	1572
1573	1573
1574	1574
1575	1575
Homer	Homère
Alexander von Humboldt	Alexander von Humboldt
1576	1576
1577	1577
1578	1578
1579	1579
Allen Ginsberg	Allen Ginsberg
1580	1580
1581	1581
1582	1582
1600	1600
Carl Friedrich Gauss	Carl Friedrich Gauss
1601	1601
1583	1583
1602	1602
1584	1584
Edward Teller	Edward Teller
1603	1603
1585	1585
1604	1604
1586	1586
1605	1605
1587	1587
1606	1606
1607	1607
1588	1588
1608	1608
1589	1589
1609	1609
1590	1590
1610	1610
1591	1591
1611	1611
1592	1592
1612	1612
1593	1593
1613	1613
1594	1594
1614	1614
1595	1595
1615	1615
1596	1596
1616	1616
1597	1597
1617	1617
1598	1598
1618	1618
1599	1599
1619	1619
1620	1620
1621	1621
1622	1622
1623	1623
1624	1624
1625	1625
1626	1626
1627	1627
1628	1628
1629	1629
1630	1630
1631	1631
Ruminghem	Ruminghem
1632	1632
1633	1633
1634	1634
1800	1800
1801	1801
1635	1635
James Joyce	James Joyce
1802	1802
1636	1636
1803	1803
1637	1637
1638	1638
1804	1804
1639	1639
1805	1805
1640	1640
1806	1806
1641	1641
1807	1807
1642	1642
1808	1808
1643	1643
1809	1809
1644	1644
1810	1810
1645	1645
1811	1811
1646	1646
1812	1812
1647	1647
1813	1813
1648	1648
1814	1814
1649	1649
1815	1815
1650	1650
1816	1816
1651	1651
1817	1817
Pagny-le-Château	Pagny-le-Château
1652	1652
1818	1818
1653	1653
1819	1819
1654	1654
1820	1820
1655	1655
1821	1821
Franxault	Franxault
1656	1656
1822	1822
1657	1657
1823	1823
1658	1658
1824	1824
1659	1659
1825	1825
Zavatra ara-kainkintana	Objet céleste
1660	1660
Dijon	Dijon
1826	1826
1661	1661
1827	1827
Kâlidâsa	Kâlidâsa
Sokajy:Kintana	Catégorie:Étoile
Li Bai	Li Bai
Niels Bohr	Niels Bohr
Évariste Galois	Évariste Galois
Emmy Noether	Emmy Noether
Aigues-Juntes	Aigues-Juntes
Aigues-Vives, Ariège	Aigues-Vives (Ariège)
Michel Audiard	Michel Audiard
Challans	Challans
Ekolojia	Écologie
Vondrona Afrikana	Union africaine
Politika	Politique
Liga arabo	Ligue arabe
Demokrasia	Démocratie
Naguib Mahfouz	Naguib Mahfouz
Hetsika Lakroa Mena sy Tsinlambolana Mena iraisam-pirenena	Mouvement international de la Croix-Rouge et du Croissant-Rouge
L'Aiguillon	L'Aiguillon
Albiès	Albiès
Fanatontoloana	Mondialisation
Aleu	Aleu
Fikambanan'ny Fifanarahan'ny Atlantika Avaratra	Organisation du traité de l'Atlantique Nord
Alliat	Alliat
Marie Curie	Marie Curie
Governemanta	Gouvernement
Allières	Allières
Alos, Ariège	Alos (Ariège)
Loka Nobel	Prix Nobel
Qin Shi Huang	Qin Shi Huang
Simone de Beauvoir	Simone de Beauvoir
Ovid	Ovide
Marcel Proust	Marcel Proust
Alexander Pushkin	Alexandre Pouchkine
Afovoany Atsinanana	Moyen-Orient
Elizabeth I an'i Angletera	Élisabeth Ire (reine d'Angleterre)
Han Gaozu	Han Gaozu
Jeanne d'Arc	Jeanne d'Arc
Sophocles	Sophocle
Zavamanan'aina	Organisme (physiologie)
Rabindranath Tagore	Rabindranath Tagore
Leo Tolstoy	Léon Tolstoï
Mark Twain	Mark Twain
Kota Bukittinggi	Bukittinggi
Agnes Pockels	Agnes Pockels
Alan Turing	Alan Turing
Kota Padang	Padang
Kota Padang Panjang	Padang Panjang
Ada Lovelace	Ada Lovelace
Imperialisma	Impérialisme
Kota Sawahlunto	Sawahlunto
Repoblika	République
Sôsialisma	Socialisme
Fanjakana	État
Antoko politika	Parti politique
Fampihorohoroana	Terrorisme
Émilie du Châtelet	Émilie du Châtelet
Johannes Brahms	Johannes Brahms
Kilimanjaro	Kilimandjaro
Antonín Dvořák	Antonín Dvořák
George Frideric Handel	Georg Friedrich Haendel
Gustav Mahler	Gustav Mahler
Giacomo Puccini	Giacomo Puccini
Franz Schubert	Franz Schubert
Igor Stravinsky	Igor Stravinsky
Pyotr Ilyich Tchaikovsky	Piotr Ilitch Tchaïkovski
Giuseppe Verdi	Giuseppe Verdi
Jacques Cartier	Jacques Cartier
Christophe Colomb	Christophe Colomb
James Cook	James Cook
Jiosy	Juifs
Hernán Cortés	Hernán Cortés
Yuri Gagarin	Youri Gagarine
Vasco de Gama	Vasco de Gama
Ibn Battuta	Ibn Battûta
Zheng He	Zheng He
Renirano Indus	Indus
Joseph Haydn	Joseph Haydn
Lakandranon'i Panama	Canal de Panama
Robert Schumann	Robert Schumann
カ	Culicidae
Federico Fellini	Federico Fellini
Alfred Hitchcock	Alfred Hitchcock
Vitsika	Fourmi
Rindrankajy	Logiciel
Andre Agassi	Andre Agassi
Margaret Thatcher	Margaret Thatcher
Richard Stallman	Richard Stallman
Catherine Coleman	Catherine Coleman
Rosalind Elsie Franklin	Rosalind Franklin
Dorothy Crowfoot Hodgkin	Dorothy Crowfoot Hodgkin
Irène Joliot-Curie	Irène Joliot-Curie
Stephanie Kwolek	Stephanie Kwolek
Kathleen Lonsdale	Kathleen Lonsdale
Ögedei Khan	Ögödei
Kublai Khan	Kubilai Khan
Peyton Manning	Peyton Manning
Ingmar Bergman	Ingmar Bergman
Fandikan-teny	Traduction
Nicola Pellow	Nicola Pellow
Reny	Mère
Oram-panala	Neige
Ray aman-dreny	Parent (famille)
1828	1828
1829	1829
1662	1662
1830	1830
1663	1663
Kota Jambi	Jambi (ville)
1831	1831
1664	1664
1665	1665
1832	1832
1833	1833
Fitaterana	Transport
1834	1834
Kota Sungaipenuh	Sungai Penuh
Debian	Debian
1835	1835
1836	1836
Leonhard Euler	Leonhard Euler
1837	1837
1838	1838
1672	1672
1839	1839
1673	1673
1840	1840
1674	1674
1841	1841
1675	1675
1842	1842
1676	1676
1843	1843
1677	1677
1844	1844
1678	1678
1845	1845
Ward Cunningham	Ward Cunningham
1679	1679
1846	1846
1680	1680
1847	1847
1681	1681
1848	1848
1682	1682
1849	1849
1683	1683
1850	1850
1684	1684
1851	1851
1685	1685
1852	1852
1686	1686
1853	1853
1687	1687
1854	1854
1688	1688
1855	1855
1689	1689
1856	1856
1690	1690
1857	1857
1691	1691
1858	1858
1692	1692
1859	1859
1693	1693
1860	1860
1861	1861
1694	1694
1695	1695
1862	1862
1696	1696
1775	1775
1863	1863
1697	1697
1864	1864
1698	1698
1865	1865
1699	1699
1866	1866
1867	1867
1868	1868
1869	1869
Napoleon III	Napoléon III
August Strindberg	August Strindberg
Alexis an'i Rosia	Alexis Ier de Russie
Louis XVI	Louis XVI
Fiteny rosiana	Russe
Louis XV	Louis XV
1870	1870
Louis XIV	Louis XIV
1871	1871
Vladimir Poutine	Vladimir Poutine
Lalàna	Droit
1872	1872
Lalampanorenana	Constitution
1873	1873
1874	1874
1875	1875
Fikambanan'ny Firenena any Azia Atsimo-Atsinanana	Association des nations de l'Asie du Sud-Est
Louis Philippe I	Louis-Philippe Ier
1789	1789
Kota Dumai	Dumai
Commonwealth ny firenena mahaleotena	Commonwealth of Nations
Kota Pekanbaru	Pekanbaru
Bramante	Bramante
Fikambanan'ny Firenena Manondrana Solitany	Organisation des pays exportateurs de pétrole
UNESCO	Organisation des Nations unies pour l'éducation, la science et la culture
Fanambarana Iraisam-pirenena momban'ny Zon'Olombelona	Déclaration universelle des droits de l'homme
Giotto di Bondone	Giotto di Bondone
Fikambanana erantanin'ny fahasalamana	Organisation mondiale de la santé
1890	1890
Boris Vian	Boris Vian
René Magritte	René Magritte
Fiteny soahily	Swahili
1896	1896
Fiteny sinoa	Langues chinoises
1899	1899
Zavaboary	Nature
Ra	Sang
Fiteny romainina	Roumain
Orana	Pluie
Fiteny malagasy	Malgache
Toe-tany	Climat
Ivan the Terrible	Ivan le Terrible
Sergei Eisenstein	Sergueï Eisenstein
Akira Kurosawa	Akira Kurosawa
Franklin D. Roosevelt	Franklin Delano Roosevelt
Winston Churchill	Winston Churchill
Augustine of Hippo	Augustin d'Hippone
Nelson Mandela	Nelson Mandela
Martin Luther King	Martin Luther King
Kota Bengkulu	Bengkulu
Louis XI	Louis XI
Tondra-drano	Inondation
Rahona	Nuage
Jeometria	Géométrie
Fitsipi-pitenenana	Grammaire
Fiteny telogo	Télougou
Soson-drivotra	Atmosphère (astronomie)
Kota Lubuklinggau	Lubuklinggau
Kota Pagar Alam	Pagar Alam
Palembang	Palembang
Toe-karena	Sciences économiques
Mason-karena	Capital
Sandam-bola	Devise (monnaie)
Indostria	Industrie
Kota Bandar Lampung	Bandar Lampung
Hetra	Impôt
Haitsikerafiteny	Linguistique
Teny	Mot
Kota Pangkal Pinang	Pangkal Pinang
Vanin-teny	Syllabe
Sinôgrama	Caractères chinois
Abidy sirilika	Alphabet cyrillique
Abidy grika	Alphabet grec
Hangul	Hangeul
Endrika:Abidy latina	Alphabet latin
Fahaizana mamaky sy manoratra	Alphabétisation
Haisoratra	Littérature
Sokajy:Frantsa	Catégorie:France
Sokajy:Mozika	Catégorie:Musique
Faritra euro	Zone euro
Stefen Fangmeier	Stefen Fangmeier
Nicholas Meyer	Nicholas Meyer
Boloky	Psittacidae
Amboahaolo	Renard
Aleksandra Lehibe	Alexandre le Grand
Cyrus the Great	Cyrus le Grand
Fiaraha-monina	Société (sciences sociales)
Haifomba	Civilisation
Fanabeazana	Éducation
Fianakaviana	Famille
Hugo Chávez	Hugo Chávez
Otto von Bismarck	Otto von Bismarck
Fanambadiana	Mariage
Wikipedia miteny frantsay	Wikipédia en français
Fanalan-jaza	Avortement
Ady an-trano	Guerre civile
Omar ibn al-Khattâb	Omar ibn al-Khattâb
Suleiman the Magnificent	Soliman le Magnifique
Euronews	Euronews
Peter the Great	Pierre Ier le Grand
Ronono	Lait
Tendrombohitra	Montagne
Tanimaty	Désert
Edsger Dijkstra	Edsger Dijkstra
Sun Yat-sen	Sun Yat-sen
Lalao Olimpikan'ny fahavaratra 2012	Jeux olympiques d'été de 2012
Saladin	Saladin
Ashoka	Ashoka
Simón Bolívar	Simón Bolívar
Andrew Johnson	Andrew Johnson
Pierre Trudeau	Pierre Elliott Trudeau
Kwame Nkrumah	Kwame Nkrumah
Douglas Shearer	Douglas Shearer
Miami	Miami
Shanghai	Shanghai
Seranam-piaramanidin'i London Heathrow	Aéroport de Londres-Heathrow
Walt Disney	Walt Disney
Sevila	Séville
Arsimeda	Archimède
Thomas Edison	Thomas Edison
Eoklida	Euclide
Michael Faraday	Michael Faraday
Enrico Fermi	Enrico Fermi
Colin Maclaurin	Colin Maclaurin
Henry Ford	Henry Ford
Joseph Fourier	Joseph Fourier
Claude Galien	Claude Galien
Augustin Louis Cauchy	Augustin Louis Cauchy
Valantsa	Valence (Espagne)
Málaga	Malaga
Satyajit Ray	Satyajit Ray
Steven Spielberg	Steven Spielberg
Banky Foibe Eoropeana	Banque centrale européenne
Johannes Gutenberg	Johannes Gutenberg
James Prescott Joule	James Prescott Joule
Johannes Kepler	Johannes Kepler
Max Planck	Max Planck
Fiteny soedoa	Suédois
Nikola Tesla	Nikola Tesla
James Watt	James Watt
Chânakya	Chanakya
Gottfried Wilhelm Leibniz	Gottfried Wilhelm Leibniz
Noam Chomsky	Noam Chomsky
Fiteny hongariana	Hongrois
Voltaire	Voltaire
Fiteny litoanianina	Lituanien
James Clerk Maxwell	James Clerk Maxwell
Dmitri Mendeleïev	Dmitri Mendeleïev
Atôma	Atome
Ernest Rutherford	Ernest Rutherford
Fahazavana	Lumière
Fiteny grika	Grec
Erwin Schrödinger	Erwin Schrödinger
Mpandrindra milina	Système d'exploitation
Mailaka	Courrier électronique
Josip Broz Tito	Josip Broz Tito
Fiteny persana	Persan
Fiteny kantoney	Cantonais standard
René Descartes	René Descartes
Fiteny sinoa mandarina	Mandarin (langue)
Paul de Tarse	Paul de Tarse
C. S. Lewis	C. S. Lewis
Fiteny kimera	Khmer
Sigmund Freud	Sigmund Freud
Fiteny thai	Thaï
Georg Wilhelm Friedrich Hegel	Georg Wilhelm Friedrich Hegel
Fiteny malay	Malais (langue)
Fiteny indoneziana	Indonésien
Baku	Bakou
Fiteny kazàka	Kazakh
Jodaisma	Judaïsme
Thimphu	Thimphou
Bandar Seri Begawan	Bandar Seri Begawan
Fiteny hebreo	Hébreu
Ibn Khaldoun	Ibn Khaldoun
Immanuel Kant	Emmanuel Kant
John Maynard Keynes	John Maynard Keynes
Le Tintoret	Le Tintoret
Lufthansa	Lufthansa
Vientiane	Vientiane
Laozi	Lao Tseu
Malé	Malé
John Locke	John Locke
Gianfranco Zola	Gianfranco Zola
Friedrich Nietzsche	Friedrich Nietzsche
Bishkek	Bichkek
Jean-Paul Sartre	Jean-Paul Sartre
Sima Qian	Sima Qian
Adam Smith	Adam Smith
Max Weber	Max Weber
Ludwig Wittgenstein	Ludwig Wittgenstein
Zhu Xi	Zhu Xi
Toe-tsaina	Psychologie
Jack Nicklaus	Jack Nicklaus
Ranomasina	Océan
Arnold Palmer	Arnold Palmer
Thomas Aquinas	Thomas d'Aquin
Paul Véronèse	Paul Véronèse
Siddhartha Gautama	Siddhartha Gautama
Pete Sampras	Pete Sampras
Vallabhbhai Patel	Sardar Vallabhbhai Patel
Graham Taylor	Graham Taylor
Sachin Tendulkar	Sachin Tendulkar
Avul Pakir Jainulabdeen Abdul Kalam	Avul Pakir Jainulabdeen Abdul Kalam
Tony Blair	Tony Blair
Al-Ghazâlî	Al-Ghazâlî
Martin Luther	Martin Luther
Aamir Khan	Aamir Khan
John Major	John Major
Amitabh Bachchan	Amitabh Bachchan
James Callaghan	James Callaghan
Gerald Ford	Gerald Ford
Annemarie Moser-Pröll	Annemarie Moser-Pröll
Richard Nixon	Richard Nixon
Fiangonana Katolika	Église catholique
Frances Allen	Frances Allen
Fiteny bengali	Bengali
Lyndon B. Johnson	Lyndon B. Johnson
A	A (lettre)
Mozilla	Mozilla
Kernel	Noyau de système d'exploitation
Michael Schumacher	Michael Schumacher
Lalao Olimpika 2010	Jeux olympiques d'hiver de 2010
Kelly Smith	Kelly Smith
Lalao Olimpikan'ny ririnina 2014	Jeux olympiques d'hiver de 2014
Elizabeth II	Élisabeth II
Diana, Andriambavin'i Valesa	Diana Spencer
John F. Kennedy	John Fitzgerald Kennedy
B	B (lettre)
Honoré de Balzac	Honoré de Balzac
Gioachino Rossini	Gioachino Rossini
G	G (lettre)
F	F (lettre)
J	J (lettre)
Abidy	Alphabet
C	C (lettre)
D	D (lettre)
Coimbatore	Coimbatore
I	I (lettre)
Dharmapuri	Dharmapuri
E	E (lettre)
H	H (lettre)
Dwight D. Eisenhower	Dwight David Eisenhower
K	K (lettre)
Ronald Reagan	Ronald Reagan
Lindsey Vonn	Lindsey Vonn
Mysore	Mysore
Kota Batam	Batam
Kota Tanjungpinang	Tanjungpinang
Kota Cilegon	Cilegon
Kota Serang	Serang
Kota Tangerang	Tangerang
Kota Tangerang Selatan	Tangerang du Sud
Francisco Varallo	Francisco Varallo
Rafael Nadal	Rafael Nadal
Beynost	Beynost
Ambutrix	Ambutrix
Kota Bandung	Bandung
Kota Bekasi	Bekasi
Kota Bogor	Bogor
Kota Cimahi	Cimahi
Kota Cirebon	Cirebon
Kota Depok	Depok
Kota Sukabumi	Sukabumi
Kota Tasikmalaya	Tasikmalaya
Ayrton Senna	Ayrton Senna
Alain Prost	Alain Prost
David Beckham	David Beckham
Ryan Giggs	Ryan Giggs
Luther Blissett	Luther Blissett (football)
Heiðar Helguson	Heiðar Helguson
Fredrik Ljungberg	Fredrik Ljungberg
Adrian Mariappa	Adrian Mariappa
Tom Cleverley	Tom Cleverley
Marlon King	Marlon King
Marcus Gayle	Marcus Gayle
Sean Dyche	Sean Dyche
Kenny Jackett	Kenny Jackett
Ashley Young	Ashley Young
Marvin Sordell	Marvin Sordell
Lloyd Doyley	Lloyd Doyley
Gordon Brown	Gordon Brown
1100	1100
Neville Chamberlain	Neville Chamberlain
Scott Loach	Scott Loach
Nyron Nosworthy	Nyron Nosworthy
Fitz Hall	Fitz Hall
Tabilao ny singa	Tableau périodique des éléments
Tórshavn	Tórshavn
Robert Mugabe	Robert Mugabe
Fernando Forestieri	Fernando Forestieri
Manuel Almunia	Manuel Almunia
Lee Hodson	Lee Hodson
John Eustace	John Eustace
Mark Yeates	Mark Yeates
Troy Deeney	Troy Deeney
Chris Iwelumo	Chris Iwelumo
Steve Beleck	Steve Beleck
Stephen McGinn	Stephen McGinn
Daniel Pudil	Daniel Pudil
Prince Buaben	Prince Buaben
Matěj Vydra	Matěj Vydra
Ikechi Anya	Ikechi Anya
Almen Abdi	Almen Abdi
Marco Cassetti	Marco Cassetti
Jonathan Bond	Jonathan Bond
Alexandre Geijo	Alexandre Geijo
Geoffrey Mujangi Bia	Geoffrey Mujangi Bia
Cristian Battocchio	Cristian Battocchio
Nathaniel Chalobah	Nathaniel Chalobah
Joel Ekstrand	Joel Ekstrand
Jean-Alain Fanchone	Jean-Alain Fanchone
Rachel Brown	Rachel Brown
Siobhan Chamberlain	Siobhan Chamberlain
Hope Powell	Hope Powell
Karen Bardsley	Karen Bardsley
Casey Stoney	Casey Stoney
Rachel Unitt	Rachel Unitt
Stephanie Houghton	Stephanie Houghton
Laura Bassett	Laura Bassett
Dunia Susi	Dunia Susi
Sophie Bradley	Sophie Bradley
Claire Rafferty	Claire Rafferty
Rachel Yankey	Rachel Yankey
Fara Williams	Fara Williams
Karen Carney	Karen Carney
Anita Asante	Anita Asante
Eniola Aluko	Eniola Aluko
Toni Duggan	Toni Duggan
Faye White	Faye White
Katie Chapman	Katie Chapman
Henriette Avram	Henriette Avram
Ruzena Bajcsy	Ruzena Bajcsy
Voaloboka	Raisin
Hena	Viande
Tiger Woods	Tiger Woods
Ovy	Pomme de terre
Teknôlôjia	Technologie
Kota Magelang	Magelang
Kota Salatiga	Salatiga
Injenieria	Ingénierie
Kota Semarang	Semarang
Kota Pekalongan	Pekalongan
Kota Tegal	Tegal
Gazety	Journal
Telefaonina	Téléphone
The Rolling Stones	The Rolling Stones
Kolontsaina	Culture
Fiteny hindi-ordo	Hindoustani
Fiteny sanskrity	Sanskrit
Pierre Bouguer	Pierre Bouguer
NGC 7089	M2 (amas globulaire)
Ibn al Haytham	Alhazen
Hazebrouck	Hazebrouck
Terdeghem	Terdeghem
Cassel, Nord	Cassel (Nord)
Winnezeele	Winnezeele
Isam-ponina	Population mondiale
Anisa	Logarithme
NGC 5272	M3 (amas globulaire)
Aritmetika	Arithmétique
The Pentagon	Pentagone (États-Unis)
NGC 6121	M4 (amas globulaire)
Fidel Castro	Fidel Castro
John Knoll	John Knoll
David DeCoteau	David DeCoteau
Louis King	Louis King
Masato Harada	Masato Harada
NGC 7078	M15 (amas globulaire)
Kevin Yagher	Kevin Yagher
Jack Sholder	Jack Sholder
Âryabhata	Aryabhata
UNIX	Unix
Angôvo	Énergie
Taratra elektrômanetika	Rayonnement électromagnétique
Kilalao	Jeu
Karate	Karaté
Metaly	Métal
Kota Batu	Batu (ville)
Danielle Bunten Berry	Danielle Bunten Berry
Kota Blitar	Blitar
Bisikileta	Bicyclette
Kota Kediri	Kediri
Kota Madiun	Madiun
Kota Malang	Malang
Kota Mojokerto	Mojokerto
Kota Pasuruan	Pasuruan
Kota Probolinggo	Probolinggo
Mpampita tapany	Semi-conducteur
Feo	Son (physique)
Kota Surabaya	Surabaya
Mangabangabaka	Vide
Jean-Claude Killy	Jean-Claude Killy
Lynn Conway	Lynn Conway
Velarantany	Aire (géométrie)
Kota Denpasar	Denpasar
1018 Arnolda (1924 QM)	(1018) Arnolda
Isa	Nombre
Isa haro	Nombre complexe
Cristiano Ronaldo	Cristiano Ronaldo
Metatra	Mètre
Segondra	Seconde (temps)
Katsaka (zavamaniry)	Maïs
Raúl González	Raúl (football)
Iker Casillas	Iker Casillas
Sonoma, Kalifornia	Sonoma (Californie)
Charlotte Froese Fischer	Charlotte Froese Fischer
