Africa	Afrique
Julianne Moore	Julianne Moore
960 xihuitl	Années 960
990 xihuitl	Années 990
890 xihuitl	Années 890
1190 xihuitl	Années 1190
1180 xihuitl	Années 1180
Hidalgo	État d'Hidalgo
Campeche	État de Campeche
Tabasco	Tabasco (État)
John Travolta	John Travolta
Fez	Fès
Monterrey	Monterrey
Quiyahuātl	Tempête
950 xihuitl	Années 950
1020 xihuitl	Années 1020
1060 xiuhtin	Années 1060
Īpān Suecia	Drapeau de la Suède
Harrison Ford	Harrison Ford
1010 xihuitl	Années 1010
Ācapōlco	Acapulco
Īpān Lituania	Drapeau de la Lituanie
Xocoztli	Citrus
Īpān Andorra	Drapeau d'Andorre
Alpaca	Alpaga
Melōn	Melon (plante)
Calāntōcāitl	Exonymie
970 xihuitl	Années 970
Īpān Australia	Drapeau de l'Australie
Santos	Santos
Īpān Turquia	Drapeau de la Turquie
Tlahtohcāyōtl Mēxihco	État de Mexico
Temuco	Temuco
Īpān Brasil	Drapeau du Brésil
Hande Yener	Hande Yener
Īpān Azerbaiyan	Drapeau de l'Azerbaïdjan
920 xihuitl	Années 920
1170 xihuitl	Années 1170
980 xihuitl	Années 980
1080 xiuhtin	Années 1080
К	К
П	П
И	И
Tlaxcallān	État de Tlaxcala
Cuācuauhxōlōtl	Bison d'Amérique du Nord
1090 xiuhtin	Années 1090
Kanji	Kanji
São Paulo Museum of Art	Musée d'art de São Paulo
Katakana	Katakana
Cemitqui	Personnalité politique
1110 xihuitl	Années 1110
1160 xihuitl	Années 1160
940 xihuitl	Années 940
Tecpatl	Silex
Cuauhcamohtli	Manioc
Goiânia	Goiânia
Quillechuca	Laitue cultivée
Galilea	Galilée (région)
Epatl	Mouffette
Īpān Tlacetilīlli Huēyitlahtohcāyōtl	Drapeau du Royaume-Uni
870 xihuitl	Années 870
160 xihuitl	Années 160
Béla Bartók	Béla Bartók
880 xihuitl	Années 880
860 xihuitl	Années 860
1070 xiuhtin	Années 1070
Tlālolīnilizmatiliztli	Sismologie
1140 xihuitl	Années 1140
Anthony Quinn	Anthony Quinn
Maximiliano I (Mēxihco)	Maximilien Ier (empereur du Mexique)
Christian Lindner	Christian Lindner
Polandball	Polandball
Harald Vilimsky	Harald Vilimsky
Herlind Gundelach	Herlind Gundelach
Hans Grimm	Hans Grimm (écrivain)
Back To The Future	Retour vers le futur
Tōtoltetl	Œuf (cuisine)
Ātōyātl Biobío	Río Biobío
Palachtli	Dindon ocellé
Āpantzincān	Apatzingán
Ourense	Orense
Huēhcāuhahtlapalli	Archaeopteryx
Huēyicocoliztli influenza A H1N1 xiuhpan 2009	Grippe A (H1N1) de 2009
Tebas	Thèbes (Égypte)
Harry Potter and the Order of the Phoenix	Harry Potter et l'Ordre du phénix (film)
Īpān Honduras	Drapeau du Honduras
Anton Hofreiter	Anton Hofreiter
The Velvet Underground	The Velvet Underground
Tlacuīltīllahtōlli	Emprunt lexical
Peter O'Toole	Peter O'Toole
Zabrze	Zabrze
Judea	Judée
Sidney Poitier	Sidney Poitier
Callao	Callao
Ātenāmitl	Digue
Hans-Olaf Henkel	Hans-Olaf Henkel
Legnica	Legnica
Alan Rickman	Alan Rickman
Leyla Onur	Leyla Onur
Jamie Lee Curtis	Jamie Lee Curtis
Tēucyōtl Alameda	Comté d'Alameda
Tlahtohcayotl	État fédéré
Atzcalli	Huître
Tēucyōtl Contra Costa	Comté de Contra Costa
Tēucyōtl Alpine	Comté d'Alpine
Tēucyōtl El Dorado	Comté d'El Dorado
Tēucyōtl San Diego	Comté de San Diego
Āltepētl Belice	Belize City
Malacactli	Patins à glace
Tēucyōtl Zapata	Comté de Zapata
Christopher Lloyd	Christopher Lloyd
Diego Ribas	Diego (football)
Georg von Schönerer	Georg Ritter von Schönerer
Barbara Rosenkranz	Barbara Rosenkranz
Joey King	Joey King
Victoria de Durango	Durango (Mexique)
Tēucyōtl Doña Ana	Comté de Doña Ana
Hubertus von Hohenlohe	Hubertus von Hohenlohe
Waltraud Klasnic	Waltraud Klasnic
Xāltēnco	Jaltenco
Mētzcuitlatl	Mica
Abelardo Rodríguez	Abelardo L. Rodríguez
MINI	Mini (marque)
Lemony Snicket's A Series of Unfortunate Events	Les Désastreuses Aventures des orphelins Baudelaire (film)
Santiago de Cuba	Santiago de Cuba
Ferrari 360	Ferrari 360 Modena
Malcolm McDowell	Malcolm McDowell
Leuven	Louvain
Vicente Fernández	Vicente Fernández
Huezacotl	Dipodomys
Boyacá	Boyacá
Īpān Caxtillān	Drapeau de l'Espagne
Philip Fry	Philip J. Fry
Turanga Leela	Turanga Leela
Alemania ītlahtōllō	Histoire de l'Allemagne
Tequillān mexcalli	Tequila
Īpān Mēxihco	Drapeau du Mexique
Cuetlāchtlācamāyeh	Ours noir
Antioquia	Antioquia
Īpān Suiza	Drapeau et armoiries de la Suisse
Dolores del Río	Dolores del Río
Īpān Angola	Drapeau de l'Angola
Tijuana	Tijuana
Cuetlaxcōāpan	Puebla
Orlando Drummond	Orlando Drummond
Ehēcalquixohuayān ītlālpancalactihuechiliz Carriel Sur	Aéroport international Carriel Sur
Tlācaxōlōtl	Tapir
Huēhuētlololli	Batterie (musique)
Cōāmichin	Anguilliformes
Īpān Portugal	Drapeau du Portugal
Paul Verhoeven	Paul Verhoeven
Ϙ	Koppa
Caxtillān ocomiztli	Lynx pardelle
Russell Crowe	Russell Crowe
Pōctli	Fumée
Īpān Argentina	Drapeau de l'Argentine
Chiquilichtli	Cicadidae
James Blunt	James Blunt
Īpān Rumania	Drapeau de la Roumanie
Ceratosaurus	Ceratosaurus
Acocohxōchitl	Dahlia
Cepayauhmelahuaztli	Ski
Tlālyacatl Yucatān	Péninsule du Yucatán
Cītlalin tlamīna	Étoile filante
Īpān China	Drapeau de la République populaire de Chine
Caxtillān pitzāhuac etl	Lentille cultivée
Tzontecomananacatl	Amanite tue-mouches
Alexander Rybak	Alexander Rybak
Soul	Musique soul
Caxtillān ayecohtli	Vicia faba
Ͳ	Sampi
Huāxyacac Juárez	Oaxaca de Juárez
Brighton, Sussex Tlāpcopa	Brighton
Merano	Merano
Joan Baez	Joan Baez
Ōlli	Caoutchouc (matériau)
Ocotōchtli	Lynx roux
Parachutes	Parachutes (album)
Xbox	Xbox
Tlapoatl	Clef (serrurerie)
Misa	Messe
Īchīmal Alemania	Armoiries de l'Allemagne
Bee Gees	Bee Gees
Āltepētlahtohcāyōtl	Cité-État
Petlāuhxinachtli	Gymnospermes
Agustín de Iturbide	Agustín de Iturbide
Namur	Namur
Oscar Niemeyer	Oscar Niemeyer
Tzīncuauhyōtl	Tige
Cēmani (cuīcayōtl)	Single (musique)
Quecehuatl	Ceinture (vêtement)
Īpān Bolivia	Drapeau de la Bolivie
Cuauhnacaztli	Guanacaste (arbre)
Ōlmēcah	Olmèques
José Pardo	José Pardo y Barreda
LG	LG Group
Māpachtlācamāyeh	Ours à lunettes
Pōchōtl	Ceiba pentandra
Danna Paola	Danna Paola
Zacatēcapan, Zacatēcapan	Zacatecas
Zacatecolōcān	Zacatecoluca
Motēcuhzōma Xōcoyōtzin	Moctezuma II
Ch	Ch (digramme)
Guillermo González Camarena	Guillermo González Camarena
Āmapatōlli	Jeu de cartes
Freistadt	Freistadt
Grants Pass, Oregon	Grants Pass
Kanash	Kanach
Zakopane	Zakopane
Malayotlācamāyeh	Ours malais
Tlālyacatl Italia	Péninsule italienne
Tōlli	Typha
Zamora	Zamora (homonymie)
Peracuahuitl	Poirier commun
Ricardo Flores Magón	Ricardo Flores Magón
Tzapopan	Zapopan
Tzopelātl	Soda
Āchiyōtl	Roucou
Pēzohtli	Nasua
Īpān Catalania	Drapeau de la Catalogne
Māpachtli	Procyon (mammifère)
Xōchiquetzal	Xochiquetzal
З	З
Xōchipilli	Xochipilli
Cidracuahuitl	Cédrat
Quināmehtlatzcan	Sequoia sempervirens
Porfirio Díaz	Porfirio Díaz
Ishirō Honda	Ishirō Honda
Westlife	Westlife
Tomo Miličević	Tomo Miličević
2008 Sichuan tlālolīniliztli	Séisme de 2008 au Sichuan
Police Academy: The Animated Series	Police Academy (série télévisée d'animation)
Norberto Rivera Carrera	Norberto Rivera Carrera
Ludmilla Radchenko	Ludmilla Radchenko
Sabrina (1954)	Sabrina (film, 1954)
Volkswagen Käfer	Volkswagen Coccinelle
Ilse Aigner	Ilse Aigner
Nana Mouskouri	Nana Mouskouri
Carlos Fuentes	Carlos Fuentes
Arturo Pérez-Reverte	Arturo Pérez-Reverte
Metl	Agave
Tēucyōtl Amador	Comté d'Amador
Tēucyōtl Butte (California)	Comté de Butte (Californie)
Tēucyōtl Del Norte	Comté de Del Norte
Tēucyōtl Bernalillo	Comté de Bernalillo
Huauhtli	Amarante (plante)
Volkswagen AG	Volkswagen (entreprise)
Manzanacuahuitl	Pommier domestique
Ehēcalquixohuayān Stuttgart	Aéroport de Stuttgart
Volkswagen Phaeton	Volkswagen Phaeton
X&Y	X&Y
Viva la Vida or Death and All His Friends	Viva la Vida or Death and All His Friends
Tzapotl	Sapotaceae
Capolin	Aronia
Caxtillān xōchitl	Œillet commun
Cuauhtzapotl	Annona cherimola
Ēlōcapolcuahuitl	Prunus serotina
Nohpalli	Opuntia
Nequēnnetl	Sisal
Santa Cruz, California	Santa Cruz (Californie)
Santa Clara, California	Santa Clara (Californie)
Arequipa	Arequipa
Santa Bárbara, California	Santa Barbara (Californie)
Ayecohtli	Haricot d'Espagne
Caxtillān omixōchitl	Lilium candidum
Travis	Travis (groupe)
Huixachin	Mimosa
Omixōchitl	Tubéreuse
Telconalli	Stylo à bille
Īpān Africa Huitztlāmpa	Drapeau de l'Afrique du Sud
Īpān Peru	Drapeau du Pérou
Īpān Colombia	Drapeau de la Colombie
Valdivia	Valdivia
Pachyohcān Soto	Pachuca
Īpān Chile	Drapeau du Chili
Teōmetl	Agave americana
David Cītlalli	Étoile de David
T.A.T.u.	T.A.T.u.
Mango	Mangifera
André Breton	André Breton
Tlīlxōchitl	Vanilla
Cartagena, Caxtillān	Carthagène (Espagne)
Īpān Irac	Drapeau de l'Irak
Tlaōlcapolcuahuitl	Cerisier de Virginie
Tlatlīltzicuīniliztli	Diacritique
Īpān Cuba	Drapeau de Cuba
Marguerite Yourcenar	Marguerite Yourcenar
Hugh Grant	Hugh Grant
Hernando Franco	Hernando Franco
Palpetlatl	Tapis
Īpān Birmania	Drapeau de la Birmanie
Volvo	Volvo
Cuīcatlāhuīlcaxitl	Synthétiseur
Alexandr Borodin	Alexandre Borodine
Funk	Funk
Sergio Leone	Sergio Leone
Momochitl	Pop-corn
Javier Hernández Balcázar	Javier Hernández Balcázar
Mérida, Yucatān	Mérida (Mexique)
Lope de Vega	Lope de Vega
Teresina	Teresina
Limōncuahuitl	Citrus aurantiifolia
Īpān Ecuador	Drapeau de l'Équateur
Mérida (tlahtohcāyōtl)	État de Mérida
Zāyōlin	Mouche domestique
Xālxocotl	Goyavier
Ixtehuilli	Loupe
Alan García	Alan García
Manzanaoctli	Cidre
Perfect Symmetry	Perfect Symmetry
Alizée Jacotey	Alizée
Amélie Nothomb	Amélie Nothomb
Mayanalo	Famine
Huēyimichin	Mysticeti
Vitória	Vitória (Espírito Santo)
Santiago Calatrava	Santiago Calatrava Valls
Caselle Landi	Caselle Landi
Īpān Cosovo	Drapeau du Kosovo
Panhuehuetl	Tambora
Maceió	Maceió
Īpān Panama	Drapeau du Panama
Īpān Belice	Drapeau du Belize
Zeca Pagodinho	Zeca Pagodinho
Tēucyōtl Imperial	Comté d'Imperial
Amapechtli	Enveloppe (papeterie)
110 xihuitl	Années 110
Carlos Slim Helú	Carlos Slim Helú
Zoquitl	Boue
Īpān Paraguay	Drapeau du Paraguay
Cuānacacōzcacuāuhtli	Condor des Andes
Arctic Monkeys	Arctic Monkeys
Īchīmal Caxtillān	Armoiries de l'Espagne
Advance Australia Fair	Advance Australia Fair
Yancuīc Caxtillān	Nouvelle-Espagne
Santa Cruz de la Sierra	Santa Cruz de la Sierra
Boca Juniors	Club Atlético Boca Juniors
Cuiabá	Cuiabá
Īchīmal Mēxihco	Armoiries du Mexique
Guimarães	Guimarães
Īpān Uruguay	Drapeau de l'Uruguay
Diego Rivera	Diego Rivera
Dornbirn	Dornbirn
Chīmalxōchitl	Tournesol
Rio Branco	Rio Branco (Acre)
Campinas	Campinas
Maracaibo	Maracaibo
Л	Л
Tlālalacatl	Oie rieuse
120 xihuitl	Années 120
Porto Velho	Porto Velho
Īpān Nicānāhuac	Drapeau du Nicaragua
Bugatti Veyron	Bugatti Veyron 16.4
Teōtīhuahcān	Teotihuacan
Katana	Katana
Huanaco	Guanaco
Santiago Tlachco	Santiago de Querétaro
Franz Ferdinand (tlacuīcaliztli)	Franz Ferdinand
Chalchiuhcuehcān	Veracruz (Veracruz)
Tlenemāctli	Encens (résine oliban)
Īpān Cōzcatlān	Drapeau du Salvador
San José	San José
Ч	Ч
Ш	Ш
Н	Н
Ф	Ф
Vietnam Airlines	Vietnam Airlines
One-Eyed Jacks	La Vengeance aux deux visages (film, 1961)
Villa Alemana	Villa Alemana
Chālchihuitl	Jade
Cemānāhuac tlāhuāntli ītech neīcxitapayolhuiliztli 2010	Coupe du monde de football de 2010
Cananea	Cananea
Burger King	Burger King
Cuīcani	Chanteur
Chīchīlcītlalli īmētz	Satellites naturels de Mars
Tzitzimītl	Démon (esprit)
170 xihuitl	Années 170
The Police	The Police
Huapalcepayahuiliztli	Snowboard
Sololá	Département de Sololá
Īpān Cuauhtēmallān	Drapeau du Guatemala
О	О
Mōlli	Sauce
Bels	Wels
Vinillahualli	Disque microsillon
Cauhcaxitl	Montre (horlogerie)
Teōtl	Divinité
Cu	CU
Cahuāyohyacānaliztli	Équitation
Crowborough	Crowborough
Peugeot 604	Peugeot 604
Atahualpa	Atahualpa
М	М
Edward Elgar	Edward Elgar
Xōchitēnācatl	Toucanet émeraude
Quetzalcōātl	Quetzalcoatl
Ц	Ц
Х	Х
У	У
С	С
Christopher Lee	Christopher Lee
Philip Seymour Hoffman	Philip Seymour Hoffman
Peugeot 505	Peugeot 505
Boa Vista	Boa Vista
Piciyetl	Nicotiana tabacum
Popōcatepētl	Popocatepetl
Disneyland	Disneyland
HNK Hajduk Split	HNK Hajduk Split
Ronnie Vannucci Jr.	Ronnie Vannucci Jr.
Enzo Ferrari	Enzo Ferrari
Wavre	Wavre
Р	Р
Cars	Cars (film)
Jeanne Calment	Jeanne Calment
Benito Juárez	Benito Juárez
Cuammiztli	Jaguarondi
Щ	Щ
With the Beatles	With The Beatles
Т	Т
The Sims 2	Les Sims 2
Elena Paparizou	Élena Paparízou
Juana Inés de la Cruz	Juana Inés de la Cruz
Bugs Bunny	Bugs Bunny
Cochabamba	Cochabamba (Bolivie)
Xamitl	Adobe (brique)
130 xihuitl	Années 130
Tīzatl	Craie
Michpatlāni	Exocoetidae
In Teōtlahtōlneltocōni	Credo (religion)
Mictlāntēuccītlalli īmētz	Système plutonien
Let It Be (cuīcatl)	Let It Be (chanson)
Viña del Mar	Viña del Mar
Guarulhos	Guarulhos
Caxtiltōtōtl	Coq bankiva
The Sims	Les Sims
Tzopilōtl	Cathartidae
Curlant	Kurzeme
Tremecen	Tlemcen
Yacapitzāhuac (tōtōtl)	Grèbe à cou noir
Tlacetīliztli (tlapōhualmatiliztli)	Union (mathématiques)
Serravalle	Serravalle (Saint-Marin)
Bressanone	Bressanone
Ю	Ю
Rafael Márquez	Rafael Márquez
Āhuachāmpan	Ahuachapán
Abasolo	Abasolo
Watson	Docteur Watson
Ocnamacoyān	Bar (établissement)
Rusiamachiyōtlahtōltecpantiliztli	Alphabet russe
San Pedro de Atacama	San Pedro de Atacama
Tōltēcatl	Toltèques
Teōtlālmazātl	Antilocapra americana
Cuīcāmoxtli	Partition (musique)
Caxitl	Caisse (contenant)
Ocēlōmichin	Requin-tigre
SEAT	Seat
Snow Patrol	Snow Patrol
Cuīcayōtl neneuhcāyōtl	Genre musical
Yamaha	Yamaha
Pixies	Pixies
140 xihuitl	Années 140
Rigoberta Menchú	Rigoberta Menchú
Pyeongchang	District de Pyeongchang
The Kinks	The Kinks
Я	Я
Sorocaba	Sorocaba
León, Guanajuato	León (Mexique)
Pītic	Hermosillo
Antonio José de Sucre	Antonio José de Sucre
Tlacetilīlli Huēyāltepētl in Tlahco Ixachitlān	République fédérale d'Amérique centrale
Tepozmalacatl yōcoxqui	Construction automobile
Sintra	Sintra
Christopher Plummer	Christopher Plummer
Vicente Fox	Vicente Fox
Un Chien Andalou	Un chien andalou
Matthew Bellamy	Matthew Bellamy
Island Records	Island Records
Love Actually	Love Actually
Fier, Albania	Fier (Albanie)
Xihuitl (tlanelhuayōtl)	Plante herbacée
Felipe VI	Felipe VI
Chiara d'Assisi	Claire d'Assise
Mangaka	Mangaka
Zacaitzcuintli	Chien des buissons
Clavimecatl	Clavicorde
Mecacōātl	Leptophis mexicanus
150 xihuitl	Années 150
Tlācatōtōtl	Nandou d'Amérique
Liberdade (São Paulo)	Liberdade
Etzapotl	Corossol
Pancho Villa	Pancho Villa
Xōchimiztli	Margay
Cōzcacuāuhtli	Sarcoramphe roi
Iquitos	Iquitos
Live Aid	Live Aid
Tōlmichin	Sphyraena
Cuappachtli	Ocre
Universidad de Buenos Aires	Université de Buenos Aires
Tzopilōcuāuhtli	Condor de Californie
Tlacuachin	Didelphis marsupialis
Cantinflas	Cantinflas
Chīmalhuahcān	Chimalhuacán
Tēucyōtl Yuba	Comté de Yuba
Henrik Mkhitarian	Henrikh Mkhitaryan
Shumerlya	Choumerlia
Mēxihcali	Mexicali
Michcoztli	Morue de l'Atlantique
Universidad de Concepción	Université de Concepción
Āltepēnānyōtl	Métropole
Morelia	Morelia (ville)
180 xihuitl	Années 180
Juan Rulfo	Juan Rulfo
Notting Hill (īxiptlayōlli)	Coup de foudre à Notting Hill
Mēxihcatlācatiyāncuīcatiliztli	Hymne national mexicain
Aguascalientes, Aguascalientes	Aguascalientes
Loreto (tlālxeliuhcāyōtl)	Région de Loreto
Vitacura	Vitacura
Rishon LeZion	Rishon LeZion
Chiquihuitl	Panier
Amazonas (Peru)	Amazonas (Pérou)
Tecpacuihcuilli	Jaspe
Francisco de Quevedo	Francisco de Quevedo y Villegas
The Flintstones	Les Pierrafeu
Jedward	Jedward
Chīlli	Capsicum
Ic cē mētztli īpan 2008	Janvier 2008
Dido Armstrong	Dido
Ascari	Ascari Cars
Zihuatanejo	Zihuatanejo
Reggaeton	Reggaetón
Ѓ	Ѓ
Black Holes and Revelations	Black Holes and Revelations
Cuauhnāhuac	Cuernavaca
Tlaxcalli	Tortilla
San Luis Potosí, San Luis Potosí	San Luis Potosí
World Music	Musiques du monde
Cuzco (tlālxeliuhcāyōtl)	Région de Cuzco
Arequipa (tlālxeliuhcāyōtl)	Région d'Arequipa
Caxamarca (tlālxeliuhcāyōtl)	Région de Cajamarca
Ancax	Région d'Ancash
Puno (tlālxeliuhcāyōtl)	Région de Puno
Ayacucho (tlālxeliuhcāyōtl)	Région d'Ayacucho
Caxamarca	Cajamarca
Tlālxeliuhcāyōtl La Libertad (Peru)	Région de La Libertad
Tōztli	Ara bleu
Aspen	Aspen
Vargas	État de Vargas
190 xihuitl	Années 190
Nøtterøy	Nøtterøy
Tacna (tlālxeliuhcāyōtl)	Région de Tacna
Ucayali	Région d'Ucayali
Tōchtlān Gutiérrez	Tuxtla Gutiérrez
Ācuetzpalin	Crocodile américain
Chīlpantzinco Bravo	Chilpancingo
Amazonas	Amazonas
Mēxihco ītlacualiz	Cuisine mexicaine
Āhuacamōlli	Guacamole
A Rush of Blood to the Head	A Rush of Blood to the Head
Tepīc	Tepic
Junín	Région de Junín
Showbiz	Showbiz
Peugeot 206	Peugeot 206
Cacahuatetl	Fève de cacao
Cōzauhqui	Or (couleur)
León, Nicānāhuac	León (Nicaragua)
Moquegua (tlālxeliuhcāyōtl)	Région de Moquegua
Piura (tlālxeliuhcāyōtl)	Région de Piura
Ica (tlālxeliuhcāyōtl)	Région d'Ica
Cuetlaxōchitl	Euphorbia pulcherrima
Bat Yam	Bat Yam
Santa Marta (Colombia)	Santa Marta
Ford Focus II	Ford Focus
Tōllohcān Lerdo	Toluca
Tumbes (tlālxeliuhcāyōtl)	Région de Tumbes
Tlālxeliuhcāyōtl Lambayeque	Région de Lambayeque
Julia Stiles	Julia Stiles
Ambato	Ambato
Cualnezcāltepēc	Villahermosa
San Lucar de Barrameda	Sanlúcar de Barrameda
Glastonbury, Somerset	Glastonbury
Tesla Roadster	Tesla Roadster
Madre de Dios (tlālxeliuhcāyōtl)	Région de Madre de Dios
Pedro de Alvarado	Pedro de Alvarado
Absolution	Absolution (album)
Origin of Symmetry	Origin of Symmetry
2007 Peru tlālolīniliztli	Séisme de 2007 au Pérou
Pasco	Région de Pasco
Cōlhuahcān Rosales	Culiacán
San Martín (tlālxeliuhcāyōtl)	Région de San Martín
Lima (tlālxeliuhcāyōtl)	Région de Lima
Roger Ebert	Roger Ebert
Quetzalpāpalōtl	Monarque (papillon)
Tlālxeliuhcāyōtl Centzonātl	Département de Sonsonate
Mēxihco ītlahtōllō	Histoire du Mexique
Huehcāuh Cuauhtēmallān	Antigua Guatemala
Wadowice	Wadowice
210 xihuitl	Années 210
Paul Walker	Paul Walker
Troxillo, Perú	Trujillo (Pérou)
La Paz, Tlani California Huitztlāmpa	La Paz (Basse-Californie du Sud)
Adolfo Suárez	Adolfo Suárez
Mēxihcatl Tēahcomanaliztli	Révolution mexicaine
Procol Harum	Procol Harum
220 xihuitl	Années 220
Leticia, Colombia	Leticia
Machala	Machala
Peugeot 205	Peugeot 205
Huanuco (tlālxeliuhcāyōtl)	Région de Huánuco
Hot Fuss	Hot Fuss
Peugeot 307	Peugeot 307
A-side īhuān B-side	Face (disque)
Abancay	Abancay
Oztoatl	Renard gris
Askøy	Askøy
Rock tlacuīcaliztli	Groupe musical
Chichimichin	Delphinidae
230 xihuitl	Années 230
JVC	JVC
Yōlchicāuhtlahtōl	Accent aigu
Honda Civic	Honda Civic
Volkswagen Passat	Volkswagen Passat
Lamborghini Murciélago	Lamborghini Murciélago
Hatchback	Hayon
Francisco I. Madero	Francisco I. Madero
Cúcuta	Cúcuta
240 xihuitl	Années 240
Pucallpa	Pucallpa
Bocas del Toro (huēyāltepētl)	Bocas del Toro (province)
Tlācatōcāitl	Gentilé
Álvaro Obregón	Álvaro Obregón
Gulen	Gulen
250 xihuitl	Années 250
Huēyāltepētl Formosa	Formosa
Hidalgo (tlahtōlmelāhuacātlāliztli)	Hidalgo
Tlahtohcāyōtl Palestina	Palestine (État)
Chāhuiztli	Organisme nuisible
Chīmalāyotl	Tortue marine
260 xihuitl	Années 260
Huītzilōpōchtli	Huitzilopochtli
Onohuayān Valparaíso	Région de Valparaiso
Nāuhcalpan Juárez	Naucalpan de Juárez
Universidad Complutense de Madrid	Université complutense de Madrid
270 xihuitl	Années 270
Popol Vuh	Popol Vuh
The Killers	The Killers
280 xihuitl	Années 280
Xālāpan Enríquez	Xalapa
Ramla	Ramla
290 xihuitl	Années 290
Universidad Nacional Autónoma de México	Université nationale autonome du Mexique
César Vallejo	César Vallejo
Ibagué	Ibagué
Renault Mégane	Renault Mégane
Peugeot 207	Peugeot 207
Āyōtl	Tortue
A Study in Scarlet	Une étude en rouge
Nezahualiztli ipan cuacuahuitl Africa xiuhpan 2011	Crise alimentaire de 2011 dans la Corne de l'Afrique
Hu	HU
Granada	Granada
Piura	Piura
30 Seconds to Mars (LP)	30 Seconds to Mars (album)
Tl	TL
310 xihuitl	Années 310
320 xihuitl	Années 320
Santa Fe	Santa Fe
330 xihuitl	Années 330
340 xihuitl	Années 340
Heavy metal	Heavy metal
Āpātzco	Apaxco
San Miguel	San Miguel
Santa Ana	Santa Ana
Tzompanco	Zumpango
Nariño	Nariño
Tz	TZ
400 xihuitl	Années 400
Paricutín	Paricutín
Tlālcoyōtl	Blaireau d'Amérique
Universidad de Chile	Université du Chili
Cacalōmichin	Diplodus vulgaris
Tlachicuazti 2007	Juin 2007
410 xihuitl	Années 410
Cundinamarca	Cundinamarca
Puno	Puno
Coyametl	Tayassuidae
Tlāloc	Tlaloc
420 xihuitl	Années 420
Beni	Département de Beni
Pāntli	Muro
Tlachicōnti 2006	Juillet 2006
Tlachicōnti 2007	Juillet 2007
Tlaōnti 2007	Février 2007
430 xihuitl	Années 430
Tlālxeliuhcāyōtl Cochabamba	Département de Cochabamba
Emina Jahović	Emina Jahović
Tlālxeliuhcāyōtl Tarixa	Département de Tarija
Run	Run
The 4400	Les 4400
440 xihuitl	Années 440
Tolima	Tolima
Tlayēti 2007	Mars 2007
Tlachicuēiti 2007	Août 2007
Tlamahtlācti 2008	Octobre 2008
450 xihuitl	Années 450
Tlālxeliuhcāyōtl Santa Cruz	Département de Santa Cruz
Chuquisaca	Département de Chuquisaca
Ahtlapāleh	Ange
Cuixin	Buteo
Manizales	Manizales
Tlamahtlāccēti 2007	Novembre 2007
Amy Smart	Amy Smart
Remedios Varo	Remedios Varo Uranga
Pando	Département de Pando
Tlamahtlāccēti 2006	Novembre 2006
Tlamācuīlti 2008	Mai 2008
460 xihuitl	Années 460
Īpān Vasconia	Drapeau basque
Tlanāuhti 2007	Avril 2007
Tlamācuīlti 2007	Mai 2007
Qu	QU
Chavela Vargas	Chavela Vargas
470 xihuitl	Années 470
Tlanāuhti 2008	Avril 2008
Ic cē mētztli īpan 2010	Janvier 2010
Tlamahtlācti 2007	Octobre 2007
Tunja	Tunja
Tlamahtlāccēti 2008	Novembre 2008
480 xihuitl	Années 480
Space rock	Space rock
Lucía Etxebarria	Lucía Etxebarría
Maria del Mar Bonet	Maria del Mar Bonet
Elvira Lindo	Elvira Lindo
Tlachicuazti 2006	Juin 2006
Ic cē mētztli īpan 2009	Janvier 2009
490 xihuitl	Années 490
Tlālxeliuhcāyōtl Potosí	Département de Potosí
Cītlaltepētl	Pic d'Orizaba
4 Strings	4 Strings
Ángeles Caso	Ángeles Caso
Ferrari F430	Ferrari F430
Mérida	Mérida
Ehcatōtōtl	Harle couronné
