Afrika	Afrique
Engels	Anglais
Bangkok	Bangkok
Andorra la Vella	Andorre-la-Vieille
Kuala Lumpur	Kuala Lumpur
Taipei	Taipei
Amerikium	Américium
Odessa	Odessa
Archangelsk-oblast	Oblast d'Arkhangelsk
Dong Hoi	Đồng Hới
Concepción	Concepción (Chili)
Düren	Düren
Atalanta Bergamasca Calcio	Atalanta Bergame
Bologna	Bologne
Petrozawodsk	Petrozavodsk
Cagliari	Cagliari
Kiëf	Kiev
Nobelium	Nobélium
Ontario	Ontario
Lawrensium	Lawrencium
Florent Malouda	Florent Malouda
Republiek van Karelië	République de Carélie
Franck Ribéry	Franck Ribéry
Ottawa	Ottawa
Ruimtewedloop	Course à l'espace
Jupiter se natuurlike satelliete	Satellites naturels de Jupiter
Joeba	Djouba
Manitoba	Manitoba
Alberta	Alberta
Nova Scotia	Nouvelle-Écosse
Jerewan	Erevan
Wologda	Vologda
Końskowola	Końskowola
Dar-es-Salaam	Dar es Salam
Khartoem	Khartoum
Nieu-Brunswyk	Nouveau-Brunswick
Formule Een	Formule 1
Saturnus se natuurlike satelliete	Satellites naturels de Saturne
Brits-Columbië	Colombie-Britannique
Prins-Edward-eiland	Île-du-Prince-Édouard
Stade de Gerland	Stade de Gerland
2000	2000
2003	2003
2002	2002
2001	2001
Saskatchewan	Saskatchewan
2012	2012
2011	2011
2010	2010
2009	2009
Koolstofdioksied	Dioxyde de carbone
2013	2013
2014	2014
2015	2015
Newfoundland en Labrador	Terre-Neuve-et-Labrador
2008	2008
JavaScript	JavaScript
Noordwestelike gebiede	Territoires du Nord-Ouest
Yukon	Yukon
2004	2004
Wologda-oblast	Oblast de Vologda
Wikitravel	Wikitravel
2005	2005
2006	2006
Nunavut	Nunavut
2007	2007
Linux Mint	Linux Mint
Verona	Vérone
Iqaluit	Iqaluit
1900	1900
1901	1901
François Mitterrand	François Mitterrand
Charles de Gaulle	Charles de Gaulle
1902	1902
Florence	Florence
1903	1903
1904	1904
1905	1905
1907	1907
1906	1906
1908	1908
1909	1909
Whitehorse	Whitehorse
1992	1992
Yellowknife	Yellowknife
1991	1991
1990	1990
1993	1993
Essen	Essen
1994	1994
1995	1995
Juan Manuel Fangio	Juan Manuel Fangio
1996	1996
Republiek van Komi	République des Komis
1910	1910
1911	1911
1912	1912
Leipzig	Leipzig
1913	1913
St. John's, Newfoundland en Labrador	Saint-Jean de Terre-Neuve
1914	1914
1915	1915
1916	1916
1997	1997
1998	1998
Neurenberg	Nuremberg
1999	1999
1917	1917
Document Object Model	Document Object Model
1918	1918
Voedsel	Nourriture
Edmonton	Edmonton
Duisburg	Duisbourg
Slang	Serpentes
Bochum, Duitsland	Bochum
Jacques Chirac	Jacques Chirac
Wuppertal	Wuppertal
Ligsnelheid	Vitesse de la lumière
Bielefeld	Bielefeld
XML	Extensible Markup Language
Mannheim	Mannheim
Orale seks	Sexualité orale
Regina	Regina
Neutrino	Neutrino
Charlottetown	Charlottetown
Victoria, Brits-Columbië	Victoria (Colombie-Britannique)
LOL (Internet slang)	LOL (argot internet)
Winnipeg	Winnipeg
Fredericton, Nieu-Brunswyk	Fredericton
Neptunus se natuurlike satelliete	Satellites naturels de Neptune
Halifax, Nova Scotia	Halifax (Nouvelle-Écosse)
Siktifkar	Syktyvkar
Quebecstad	Québec (ville)
UTC-12:00	UTC−12:00
1 Januarie	1er janvier
2 Januarie	2 janvier
Uranus se natuurlike satelliete	Satellites naturels d'Uranus
UTC-11:00	UTC−11:00
1920	1920
3 Januarie	3 janvier
1919	1919
Tacitus	Tacite
1921	1921
UTC-10:00	UTC−10:00
Nenetsië	Nénétsie
1922	1922
Lund	Lund (Suède)
4 Januarie	4 janvier
1923	1923
UTC-09:30	UTC−09:30
Lance Armstrong	Lance Armstrong
1924	1924
Narjan-Mar	Narian-Mar
Asteroïdegordel	Ceinture d'astéroïdes
QRpedia	QRpédia
UTC-09:00	UTC−09:00
Russiese Sosialistiese Federale Sowjetrepubliek	République socialiste fédérative soviétique de Russie
Georges Pompidou	Georges Pompidou
Leningrad-oblast	Oblast de Léningrad
Dwergplaneet	Planète naine
5 Januarie	5 janvier
UTC-08:00	UTC−08:00
Malmö	Malmö
UTC-07:00	UTC−07:00
Pskof	Pskov
Pskof-oblast	Oblast de Pskov
6 Januarie	6 janvier
Elektron	Électron
7 Januarie	7 janvier
8 Januarie	8 janvier
Weliki Nowgorod	Novgorod
9 Januarie	9 janvier
Nowgorod-oblast	Oblast de Novgorod
10 Januarie	10 janvier
Nizjni Nowgorod-oblast	Oblast de Nijni Novgorod
11 Januarie	11 janvier
12 Januarie	12 janvier
Columbiarivier	Columbia (fleuve)
Buzz Aldrin	Buzz Aldrin
13 Januarie	13 janvier
Birmingham	Birmingham
14 Januarie	14 janvier
15 Januarie	15 janvier
16 Januarie	16 janvier
Tom Hanks	Tom Hanks
17 Januarie	17 janvier
18 Januarie	18 janvier
19 Januarie	19 janvier
20 Januarie	20 janvier
Industriële Revolusie	Révolution industrielle
21 Januarie	21 janvier
22 Januarie	22 janvier
23 Januarie	23 janvier
Romeinse Ryk	Empire romain
24 Januarie	24 janvier
25 Januarie	25 janvier
Minsk	Minsk
26 Januarie	26 janvier
Microsoft	Microsoft
27 Januarie	27 janvier
28 Januarie	28 janvier
29 Januarie	29 janvier
30 Januarie	30 janvier
Twer	Tver
31 Januarie	31 janvier
Twer-oblast	Oblast de Tver
Proton	Proton
2 Desember	2 décembre
1 Desember	1er décembre
3 Desember	3 décembre
7 Desember	7 décembre
5 Desember	5 décembre
8 Desember	8 décembre
10 Desember	10 décembre
6 Desember	6 décembre
9 Desember	9 décembre
Pink Floyd	Pink Floyd
4 Desember	4 décembre
Airbus Group	Airbus Group
1 Februarie	1er février
2 Februarie	2 février
3 Februarie	3 février
Kurów	Kurów
4 Februarie	4 février
5 Februarie	5 février
6 Februarie	6 février
7 Februarie	7 février
8 Februarie	8 février
9 Februarie	9 février
10 Februarie	10 février
Chemie	Chimie
Led Zeppelin	Led Zeppelin
14 Februarie	14 février
13 Februarie	13 février
15 Februarie	15 février
11 Februarie	11 février
12 Februarie	12 février
Smolensk	Smolensk
19 Februarie	19 février
17 Februarie	17 février
16 Februarie	16 février
18 Februarie	18 février
20 Februarie	20 février
Analitiese chemie	Chimie analytique
Smolensk-oblast	Oblast de Smolensk
Neutron	Neutron
21 Februarie	21 février
22 Februarie	22 février
23 Februarie	23 février
24 Februarie	24 février
25 Februarie	25 février
26 Februarie	26 février
27	27
27 Februarie	27 février
28 Februarie	28 février
11 Desember	11 décembre
29 Februarie	29 février
12 Desember	12 décembre
13 Desember	13 décembre
14 Desember	14 décembre
15 Desember	15 décembre
2 Maart	2 mars
3 Maart	3 mars
5 Maart	5 mars
1 Maart	1er mars
7 Maart	7 mars
8 Maart	8 mars
4 Maart	4 mars
10 Maart	10 mars
11 Maart	11 mars
6 Maart	6 mars
13 Maart	13 mars
9 Maart	9 mars
12 Maart	12 mars
15 Maart	15 mars
14 Maart	14 mars
C++	C++
Soutsuur	Acide chlorhydrique
16 Desember	16 décembre
17 Desember	17 décembre
16 Maart	16 mars
17 Maart	17 mars
18 Maart	18 mars
Jaroslawl	Iaroslavl
19 Maart	19 mars
1989	1989
1988	1988
20 Maart	20 mars
1987	1987
1986	1986
1985	1985
1984	1984
21 Maart	21 mars
1983	1983
22 Maart	22 mars
1982	1982
1981	1981
18 Desember	18 décembre
1980	1980
23 Maart	23 mars
Jaroslawl-oblast	Oblast de Iaroslavl
Mogadisjoe	Mogadiscio
19 Desember	19 décembre
24 Maart	24 mars
25 Maart	25 mars
20 Desember	20 décembre
26 Maart	26 mars
27 Maart	27 mars
28 Maart	28 mars
29 Maart	29 mars
30 Maart	30 mars
31 Maart	31 mars
Nassau	Nassau (Bahamas)
Andromeda-sterrestelsel	Galaxie d'Andromède
Sanaa	Sanaa
1970	1970
1971	1971
1972	1972
1973	1973
1974	1974
1975	1975
1976	1976
1977	1977
1978	1978
1979	1979
1969	1969
Dertigjarige Oorlog	Guerre de Trente Ans
Spiraalsterrestelsel	Galaxie spirale
Tarbosaurus	Tarbosaurus
Konrad Adenauer	Konrad Adenauer
Pous Benedictus XVI	Benoît XVI
Satelliet-sterrestelsel	Galaxie satellite
Ludwig Erhard	Ludwig Erhard
15 April	15 avril
13 April	13 avril
12 April	12 avril
14 April	14 avril
11 April	11 avril
10 April	10 avril
8 April	8 avril
9 April	9 avril
7 April	7 avril
6 April	6 avril
5 April	5 avril
4 April	4 avril
3 April	3 avril
1 April	1er avril
2 April	2 avril
Kurt Georg Kiesinger	Kurt Georg Kiesinger
Hubble-ruimteteleskoop	Hubble (télescope spatial)
16 April	16 avril
17 April	17 avril
18 April	18 avril
19 April	19 avril
20 April	20 avril
21 April	21 avril
22 April	22 avril
23 April	23 avril
24 April	24 avril
Gerhard Schröder	Gerhard Schröder
25 April	25 avril
26 April	26 avril
27 April	27 avril
28 April	28 avril
29 April	29 avril
30 April	30 avril
Natuurlike satelliet	Satellite naturel
Joachim Gauck	Joachim Gauck
Christian Wulff	Christian Wulff
Horst Köhler	Horst Köhler
1 Mei	1er mai
2 Mei	2 mai
3 Mei	3 mai
4 Mei	4 mai
5 Mei	5 mai
6 Mei	6 mai
7 Mei	7 mai
8 Mei	8 mai
9 Mei	9 mai
10 Mei	10 mai
11 Mei	11 mai
12 Mei	12 mai
13 Mei	13 mai
14 Mei	14 mai
15 Mei	15 mai
Titan (maan)	Titan (lune)
16 Mei	16 mai
17 Mei	17 mai
18 Mei	18 mai
Messier 86	M86
19 Mei	19 mai
20 Mei	20 mai
21 Mei	21 mai
22 Mei	22 mai
23 Mei	23 mai
24 Mei	24 mai
25 Mei	25 mai
26 Mei	26 mai
27 Mei	27 mai
28 Mei	28 mai
29 Mei	29 mai
30 Mei	30 mai
31 Mei	31 mai
Kostroma	Kostroma
Kostroma-oblast	Oblast de Kostroma
Poes	Con
21 Desember	21 décembre
Pous Pius XII	Pie XII
Erich Honecker	Erich Honecker
Società Sportiva Lazio	Società Sportiva Lazio
14 Junie	14 juin
15 Junie	15 juin
13 Junie	13 juin
10 Junie	10 juin
7 Junie	7 juin
11 Junie	11 juin
9 Junie	9 juin
12 Junie	12 juin
6 Junie	6 juin
8 Junie	8 juin
5 Junie	5 juin
3 Junie	3 juin
2 Junie	2 juin
1 Junie	1er juin
4 Junie	4 juin
Walter Ulbricht	Walter Ulbricht
Iwanowo	Ivanovo
Napels	Naples
22 Desember	22 décembre
SSC Napoli	SSC Naples
1968	1968
1967	1967
1966	1966
1965	1965
1964	1964
16 Junie	16 juin
Iwanowo-oblast	Oblast d'Ivanovo
Palermo	Palerme
30 Junie	30 juin
29 Junie	29 juin
28 Junie	28 juin
26 Junie	26 juin
25 Junie	25 juin
22 Junie	22 juin
27 Junie	27 juin
24 Junie	24 juin
20 Junie	20 juin
23 Junie	23 juin
19 Junie	19 juin
18 Junie	18 juin
21 Junie	21 juin
17 Junie	17 juin
23 Desember	23 décembre
Wilhelm II van Duitsland	Guillaume II (empereur allemand)
Homel	Homiel
Wladimir (stad)	Vladimir (ville)
Arnold Schwarzenegger	Arnold Schwarzenegger
15 Julie	15 juillet
13 Julie	13 juillet
12 Julie	12 juillet
10 Julie	10 juillet
9 Julie	9 juillet
14 Julie	14 juillet
8 Julie	8 juillet
7 Julie	7 juillet
6 Julie	6 juillet
5 Julie	5 juillet
2 Julie	2 juillet
4 Julie	4 juillet
3 Julie	3 juillet
1 Julie	1er juillet
11 Julie	11 juillet
Wladimir-oblast	Oblast de Vladimir
Epog (sterrekunde)	Époque (astronomie)
Pescara	Pescara
24 Desember	24 décembre
Bremerhaven	Bremerhaven
31 Julie	31 juillet
30 Julie	30 juillet
29 Julie	29 juillet
28 Julie	28 juillet
27 Julie	27 juillet
25 Julie	25 juillet
24 Julie	24 juillet
23 Julie	23 juillet
26 Julie	26 juillet
22 Julie	22 juillet
19 Julie	19 juillet
21 Julie	21 juillet
20 Julie	20 juillet
17 Julie	17 juillet
18 Julie	18 juillet
16 Julie	16 juillet
Sokker	Football
Fox Mulder	Fox Mulder
Münster	Münster
25 Desember	25 décembre
Rjazan	Riazan
Augsburg	Augsbourg
Rjazan-oblast	Oblast de Riazan
1963	1963
Lech Kaczyński	Lech Kaczyński
Mönchengladbach	Mönchengladbach
26 Desember	26 décembre
Sjoa	Shoah
1962	1962
Gelsenkirchen	Gelsenkirchen
Toela	Toula
Brunswyk	Brunswick (Basse-Saxe)
14 Augustus	14 août
15 Augustus	15 août
13 Augustus	13 août
12 Augustus	12 août
11 Augustus	11 août
10 Augustus	10 août
8 Augustus	8 août
7 Augustus	7 août
9 Augustus	9 août
5 Augustus	5 août
4 Augustus	4 août
2 Augustus	2 août
3 Augustus	3 août
6 Augustus	6 août
1 Augustus	1er août
Toela-oblast	Oblast de Toula
Broers Grimm	Jacob et Wilhelm Grimm
Chemnitz	Chemnitz
27 Desember	27 décembre
Brjansk	Briansk
Krefeld	Krefeld
Madrid	Madrid
Brjansk-oblast	Oblast de Briansk
Duikboot	Sous-marin
16 Augustus	16 août
Coca-Cola	Coca-Cola
Halle, Sakse-Anhalt	Halle (Saxe-Anhalt)
29 Augustus	29 août
28 Augustus	28 août
30 Augustus	30 août
25 Augustus	25 août
26 Augustus	26 août
23 Augustus	23 août
27 Augustus	27 août
21 Augustus	21 août
20 Augustus	20 août
24 Augustus	24 août
18 Augustus	18 août
17 Augustus	17 août
22 Augustus	22 août
19 Augustus	19 août
31 Augustus	31 août
Michael Jackson	Michael Jackson
28 Desember	28 décembre
Freiburg im Breisgau	Fribourg-en-Brisgau
Kaloega	Kalouga
Oberhausen	Oberhausen (Rhénanie-du-Nord-Westphalie)
Griep	Grippe
Bogotá	Bogota
Kaloega-oblast	Oblast de Kalouga
Lübeck	Lübeck
Brasília	Brasilia
Dagga	Cannabis (drogue)
15 September	15 septembre
14 September	14 septembre
13 September	13 septembre
12 September	12 septembre
8 September	8 septembre
11 September	11 septembre
7 September	7 septembre
10 September	10 septembre
5 September	5 septembre
4 September	4 septembre
9 September	9 septembre
2 September	2 septembre
6 September	6 septembre
1 September	1er septembre
3 September	3 septembre
Rostock	Rostock
29 Desember	29 décembre
Kassel	Cassel (Hesse)
Lima	Lima
Hagen	Hagen (Rhénanie-du-Nord-Westphalie)
Provinsies en gebiede van Kanada	Provinces et territoires du Canada
Hamm	Hamm
30 September	30 septembre
29 September	29 septembre
28 September	28 septembre
27 September	27 septembre
26 September	26 septembre
25 September	25 septembre
Santiago de Chile	Santiago
23 September	23 septembre
22 September	22 septembre
24 September	24 septembre
21 September	21 septembre
20 September	20 septembre
18 September	18 septembre
17 September	17 septembre
Wit-Russiese Sosialistiese Sowjetrepubliek	République socialiste soviétique de Biélorussie
19 September	19 septembre
16 September	16 septembre
Mülheim an der Ruhr	Mülheim (Rhénanie-du-Nord-Westphalie)
Quito	Quito
30 Desember	30 décembre
Herne	Herne (Allemagne)
Sucre	Sucre (Bolivie)
Ludwigshafen am Rhein	Ludwigshafen
31 Desember	31 décembre
1 Oktober	1er octobre
Osnabrück	Osnabrück
15 Oktober	15 octobre
12 Oktober	12 octobre
10 Oktober	10 octobre
14 Oktober	14 octobre
9 Oktober	9 octobre
8 Oktober	8 octobre
13 Oktober	13 octobre
7 Oktober	7 octobre
11 Oktober	11 octobre
6 Oktober	6 octobre
4 Oktober	4 octobre
5 Oktober	5 octobre
3 Oktober	3 octobre
2 Oktober	2 octobre
Asunción	Asuncion
Oldenburg	Oldenbourg
Leverkusen	Leverkusen
Solingen	Solingen
Neuss	Neuss
31 Oktober	31 octobre
30 Oktober	30 octobre
29 Oktober	29 octobre
28 Oktober	28 octobre
26 Oktober	26 octobre
25 Oktober	25 octobre
24 Oktober	24 octobre
27 Oktober	27 octobre
22 Oktober	22 octobre
23 Oktober	23 octobre
20 Oktober	20 octobre
21 Oktober	21 octobre
19 Oktober	19 octobre
17 Oktober	17 octobre
16 Oktober	16 octobre
18 Oktober	18 octobre
Heidelberg, Duitsland	Heidelberg
Paderborn	Paderborn
Darmstadt	Darmstadt
Katedraal	Cathédrale
Regensburg	Ratisbonne
Vryheid	Liberté
Notre-Dame-katedraal	Cathédrale Notre-Dame de Paris
15 November	15 novembre
14 November	14 novembre
13 November	13 novembre
12 November	12 novembre
11 November	11 novembre
10 November	10 novembre
7 November	7 novembre
8 November	8 novembre
9 November	9 novembre
6 November	6 novembre
5 November	5 novembre
4 November	4 novembre
3 November	3 novembre
2 November	2 novembre
1 November	1er novembre
Würzburg	Wurtzbourg
Paramaribo	Paramaribo
Ingolstadt	Ingolstadt
Mike Oldfield	Mike Oldfield
Ulm	Ulm
Wolfsburg	Wolfsbourg
30 November	30 novembre
29 November	29 novembre
28 November	28 novembre
27 November	27 novembre
26 November	26 novembre
25 November	25 novembre
23 November	23 novembre
24 November	24 novembre
21 November	21 novembre
20 November	20 novembre
22 November	22 novembre
19 November	19 novembre
18 November	18 novembre
17 November	17 novembre
16 November	16 novembre
4 Vesta	(4) Vesta
Göttingen	Göttingen
Katmandoe	Katmandou
Helgoland	Heligoland
Hudsonbaai	Baie d'Hudson
Offenbach am Main	Offenbach-sur-le-Main
Belmopan	Belmopan
Karel die Grote	Charlemagne
Pforzheim	Pforzheim
Recklinghausen	Recklinghausen
Jupiter se ringe	Anneaux de Jupiter
Loire-Atlantique	Loire-Atlantique
Bottrop	Bottrop
San José, Costa Rica	San José (Costa Rica)
Fürth	Fürth
Shoemaker-Levy 9	Shoemaker-Levy 9
Ain	Ain (département)
Reutlingen	Reutlingen
Aisne	Aisne (département)
Remscheid	Remscheid
Koblenz	Coblence
Vosges	Vosges (département)
Sylt	Sylt
San Salvador	San Salvador (Salvador)
Allier	Allier (département)
Canberra	Canberra
Bergisch Gladbach	Bergisch Gladbach
Orjol	Orel
Io (maan)	Io (lune)
Hautes-Alpes	Hautes-Alpes
Erlangen	Erlangen
Orjol-oblast	Oblast d'Orel
Sydney	Sydney
Alpes-de-Haute-Provence	Alpes-de-Haute-Provence
Moers	Moers
Groen	Vert
Callisto (maan)	Callisto (lune)
Amrum	Amrum
Trier	Trèves (Allemagne)
Alpes-Maritimes	Alpes-Maritimes
Hudsonrivier	Fleuve Hudson
Melbourne	Melbourne
Rooi	Rouge
Europa (maan)	Europe (lune)
Ardèche	Ardèche (département)
Jena	Iéna
Muon	Muon
Koersk (stad)	Koursk
Ardennes	Ardennes (département)
Siegen	Siegen (Rhénanie-du-Nord-Westphalie)
Ganymedes (maan)	Ganymède (lune)
Koersk-oblast	Oblast de Koursk
Perth	Perth (Australie-Occidentale)
Ariège	Ariège (département)
Hildesheim	Hildesheim
Aube	Aube (département)
Vuur	Feu
Foton	Photon
Salzgitter	Salzgitter
Mane van Galilei	Satellite galiléen
Wes-Australië	Australie-Occidentale
Aude (departement)	Aude (département)
Cottbus	Cottbus
Aveyron	Aveyron (département)
Nieu-Suid-Wallis	Nouvelle-Galles du Sud
Aarde se atmosfeer	Atmosphère terrestre
Noordelike Gebied	Territoire du Nord
Rügen	Rügen
Tegucigalpa	Tegucigalpa
Bouches-du-Rhône	Bouches-du-Rhône
Calvados (département)	Calvados (département)
Amalthea (maan)	Amalthée (lune)
Cantal	Cantal (département)
Calvados	Calvados (eau-de-vie)
Winnipegmeer	Lac Winnipeg
Managua	Managua
Charente-Maritime	Charente-Maritime
Gluon	Gluon
Enceladus (maan)	Encelade (lune)
Panama-stad	Panama (ville)
Titania (maan)	Titania (lune)
Belgorod	Belgorod
Belgorod-oblast	Oblast de Belgorod
Oberon (maan)	Obéron (lune)
Umbriel (maan)	Umbriel (lune)
Bille	Bille (Elbe)
Ariel (maan)	Ariel (lune)
Côtes-d'Armor	Côtes-d'Armor
Amelia Earhart	Amelia Earhart
Triton (maan)	Triton (lune)
Eure	Eure (département)
Anne-Sophie Mutter	Anne-Sophie Mutter
Trient	Trente (Italie)
Eure-et-Loir	Eure-et-Loir
Finistère	Finistère
Nylrivier	Nil
Dufour-bergpiek	Pointe Dufour
Cichlidae	Cichlidae
Sirius	Sirius
Hertfordshire	Hertfordshire
Mackenzierivier	Mackenzie (fleuve)
Woronezj	Voronej
Vega	Véga
Woronezj-oblast	Oblast de Voronej
Hoofreeks	Séquence principale
Lipetsk	Lipetsk
Sumatra	Sumatra
Kongorivier	Congo (fleuve)
Lipetsk-oblast	Oblast de Lipetsk
Bari	Bari
Nigerrivier	Niger (fleuve)
Tambof	Tambov
Tambof-oblast	Oblast de Tambov
Rabat	Rabat
Komeet	Comète
Algiers	Alger
Sénégalrivier	Sénégal (fleuve)
Tunis	Tunis
Rostof-oblast	Oblast de Rostov
Tripoli	Tripoli (Libye)
Djiboeti (stad)	Djibouti (ville)
Antofagasta	Antofagasta
Teheran	Téhéran
Addis Abeba	Addis-Abeba
Djakarta	Jakarta
Ankara	Ankara
Asmara	Asmara
Krasnodar	Krasnodar
N'Djamena	N'Djaména
Niamey	Niamey
Krasnodar-krai	Kraï de Krasnodar
Nouakchott	Nouakchott
Riaad	Riyad
1961	1961
Bamako	Bamako
Voet (lengtemaat)	Pied (unité)
Belgrado	Belgrade
Dakar	Dakar
Banjul	Banjul
Conakry	Conakry
Adigea	Adyguée
Bissau	Bissau
Kategorie:Sjablone	Catégorie:Espace Modèle
Castro (Chili)	Castro (Chili)
Monrovia	Monrovia
Gera	Gera
Praia, Kaap Verde	Praia
Maikop	Maïkop
1960	1960
Java (eiland)	Java (île)
Kaiserslautern	Kaiserslautern
Accra	Accra
Witten	Witten
Chiguayante	Chiguayante
Damaskus	Damas
Yamoussoukro	Yamoussoukro
Frans-Guyana	Guyane
Gütersloh	Gütersloh
Chillán	Chillán
Ouagadougou	Ouagadougou
Zwickau	Zwickau
Freetown, Sierra Leone	Freetown
Amasonerivier	Amazone (fleuve)
Abuja	Abuja
Lomé	Lomé
Flensburg	Flensbourg
Porto-Novo	Porto-Novo
Hanau	Hanau
Klein Sunda-eilande	Petites îles de la Sonde
Amman	Amman
Yaoundé	Yaoundé
Coyhaique	Coyhaique
Kategorie:Sportsjablone	Catégorie:Modèle sport
Sulawesi	Célèbes
Malabo	Malabo
Wolgograd-oblast	Oblast de Volgograd
Beiroet	Beyrouth
Libreville	Libreville
Maskat	Mascate
Molukke	Moluques
Dessau-Roßlau	Dessau-Roßlau
Bangui	Bangui
Konstanz	Constance (Allemagne)
Kinshasa	Kinshasa
Brazzaville	Brazzaville
Bujumbura	Bujumbura
Nicosia	Nicosie
Wilhelmshaven	Wilhelmshaven
Kigali	Kigali
Doha	Doha
Asteroïde	Astéroïde
Dodoma	Dodoma
Nairobi	Nairobi
Coronel (Chili)	Coronel (Chili)
Gießen	Giessen (Allemagne)
Lilongwe	Lilongwe
Kategorie:Geografiese en pleksjablone	Catégorie:Modèle géographique
Lusaka	Lusaka
Manama	Manama
Amazon.com	Amazon.com
Sonsverduistering	Éclipse solaire
Maputo	Maputo
Kampala	Kampala
Adidas	Adidas
Luanda	Luanda
Moroni	Moroni (Comores)
Mbabane	Mbabane
Delmenhorst	Delmenhorst
Maseru	Maseru
Albert II van Monaco	Albert II (prince de Monaco)
Albert II van België	Albert II (roi des Belges)
Binêre getallestelsel	Système binaire
Skool	École
Antananarivo	Antananarivo
Bocholt, Duitsland	Bocholt (Allemagne)
Universiteit	Université
Gaborone	Gaborone
Lüneburg	Lunebourg
Harare	Harare
Bayreuth	Bayreuth
Grace Kelly	Grace Kelly
Pretoria	Pretoria
Astrachan	Astrakhan
Port Louis	Port-Louis (Maurice)
Tafeltennis	Tennis de table
Brandenburg an der Havel	Brandebourg-sur-la-Havel
São Tomé	São Tomé (ville)
Asturië	Asturies
Windhoek	Windhoek
Bamberg	Bamberg
Supernova	Supernova
Wikipedia:Sandput	Wikipédia:Bac à sable
Victoria (Seychelle)	Victoria (Seychelles)
Astrachan-oblast	Oblast d'Astrakhan
Plaaslike Groep	Groupe local
Wikipedia:Welkom nuwelinge	Aide:Premiers pas
Brits	Brits
Kalmikië	Kalmoukie
Weimar	Weimar
Neubrandenburg	Neubrandenbourg
Australië (kontinent)	Continent australien
Skootrekenaar	Ordinateur portable
Rekenaarhardeware	Matériel informatique
Algebra	Algèbre
Elista	Elista (Russie)
Intyds	Système temps réel
Luik (stad)	Liège
Kempten (Allgäu)	Kempten (Allgäu)
Outonome Gemeenskap van die Baskeland	Pays basque (communauté autonome)
Kaart	Carte géographique
Rivier	Rivière
Frankfurt (Oder)	Francfort-sur-l'Oder
Osasco	Osasco (Brésil)
Hürth	Hürth
Stralsund	Stralsund
20 v.C.	20 av. J.-C.
40 v.C.	40 av. J.-C.
Görlitz	Görlitz
Eschweiler	Eschweiler (Allemagne)
22 v.C.	22 av. J.-C.
Kaap Agulhas	Cap des Aiguilles
Ammoniak	Ammoniac
Kaap die Goeie Hoop	Cap de Bonne-Espérance
Glasgow	Glasgow
28 v.C.	28 av. J.-C.
Pion (deeltjie)	Pion (particule)
Greifswald	Greifswald
18 v.C.	18 av. J.-C.
Baden-Baden	Baden-Baden
15 v.C.	15 av. J.-C.
Kaap Arkona	Cap Arkona
Swaelsuur	Acide sulfurique
30 v.C.	30 av. J.-C.
Bodenmeer	Lac de Constance
12 v.C.	12 av. J.-C.
Wentelbaan	Orbite
Lughawe Dong Hoi	Aéroport de Đồng Hới
Bad Homburg vor der Höhe	Bad Homburg vor der Höhe
Ruimte	Espace (cosmologie)
Emden	Emden
45 v.C.	45 av. J.-C.
Wetzlar	Wetzlar
Passau	Passau
Luzern	Lucerne
49 v.C.	49 av. J.-C.
Cuxhaven	Cuxhaven
42 v.C.	42 av. J.-C.
Neutronster	Étoile à neutrons
Swartwoud	Forêt-Noire
25 v.C.	25 av. J.-C.
10 v.C.	10 av. J.-C.
Teleskoop	Télescope
Arusha	Arusha
Chrétien de Troyes	Chrétien de Troyes
Moederbord	Carte mère
Kategorie:Geskiedenis van Bangladesj	Catégorie:Histoire du Bangladesh
Primorski-krai	Kraï du Primorie
Kategorie:Geskiedenis van Indonesië	Catégorie:Histoire de l'Indonésie
Kategorie:Swedesaadjies	Catégorie:Wikipédia:ébauche Suède
Pulsar	Pulsar
Curitiba	Curitiba
Kategorie:Oorlose robbe	Catégorie:Phocidae
Pangea	Pangée
Kategorie:Russiese kookkuns	Catégorie:Cuisine russe
